turn,Vrf_kV,dE_avg_GeV,dE_sigma_GeV,dE_min_GeV,dE_max_GeV,time_avg_ns,time_sigma_ns,time_min_ns,time_max_ns
80,247.02809572405948,-0.00011622630837794106,0.011688808575508445,-0.02298807057363946,0.023173170971043124,0.23731431216377988,37.17069259397996,-73.74478845356114,73.6320282533579
81,247.12823242145316,-0.00011702658278681257,0.011778027671529193,-0.023149593829495586,0.023331298025626297,0.23715725591782494,37.15864142942139,-73.72405682666027,73.61004621133245
82,247.2283578623949,-0.00011782668388284541,0.011867728339952616,-0.023311099970905164,0.02348940463484088,0.23699912875053047,37.14643344819805,-73.70303630288853,73.58777567024302
83,247.32847188877284,-0.00011862660774376886,0.011957899831444687,-0.02347258831566531,0.023647490118314546,0.2368399311467224,37.13406863197334,-73.68172681525496,73.56521656804276
84,247.42857434249342,-0.00011942635044281822,0.012048531644274474,-0.02363405818016191,0.023805553794303592,0.23667966359656617,37.12154696306159,-73.66012829754865,73.54236884347173
85,247.52866506548116,-0.00012022590804875,0.012139613519098527,-0.023795508879367717,0.02396359497969143,0.236518326595614,37.10886842442939,-73.63824068434056,73.5192324360577
86,247.6287438996791,-0.00012102527662585556,0.012231135433751646,-0.023962232745936923,0.024121612989987107,0.2363559206447661,37.09603299969696,-73.61606391098385,73.49580728611957
87,247.7288106870491,-0.00012182445223397588,0.012323087598054675,-0.02414167485154808,0.024279607139323842,0.23619244625029273,37.08304067313952,-73.59359791361899,73.47209333477079
88,247.82886526957216,-0.00012262343092851619,0.012415460448649059,-0.024321110810852073,0.024446264698967372,0.23602790392384113,37.06989142968856,-73.57084262917382,73.44809052391966
89,247.92890748924827,-0.00012342220876046075,0.012508244643866802,-0.0245005399285068,0.024617254589568763,0.23586229418242718,37.05658525493325,-73.54779799536814,73.42379879627205
90,248.02893718809722,-0.00012422078177638722,0.012601431058643631,-0.024679961507501062,0.02478822917098605,0.23569561754843407,37.04312213512182,-73.52446395071325,73.39921809533556
91,248.12895420815843,-0.00012501914601848228,0.012695010779482338,-0.024859374849150444,0.02495918774263232,0.23552787454963026,37.02950205716286,-73.50084043451758,73.37434836541982
92,248.22895839149135,-0.00012581729752455598,0.012788975099472433,-0.02503877925309323,0.025130129602352655,0.23535906571915657,37.01572500862675,-73.4769273868857,73.34918955163928
93,248.32894958017573,-0.00012661523232805743,0.012883315513371569,-0.02521817401728635,0.025301054046421256,0.23518919159553098,37.00179097774699,-73.45272474872272,73.32374159991767
94,248.42892761631185,-0.00012741294645808975,0.012978023712753518,-0.02539755843800133,0.0254719603695386,0.23501825272266463,36.987699953421625,-73.4282324617366,73.29800445698757
95,248.52889234202084,-0.00012821043593942575,0.013073091581226845,-0.025576931809820302,0.025642847864828608,0.23484624964983714,36.97345192521456,-73.40345046844013,73.27197807039394
96,248.62884359944456,-0.00012900769679252303,0.013168511189727885,-0.025756293425632005,0.025813715823835858,0.2346731829317233,36.95904688335702,-73.3783787121532,73.24566238849744
97,248.72878123074648,-0.00012980472503353987,0.013264274791891064,-0.02593564257662783,0.025984563536522814,0.23449905312836794,36.944484818748876,-73.35301713700514,73.21905736047566
98,248.8287050781113,-0.00013060151667435086,0.013360374819499162,-0.026114978552297906,0.026155390291267087,0.23432386080522766,36.92976572296009,-73.3273656879388,73.19216293632607
99,248.92861498374583,-0.00013139806772256293,0.013456803878015655,-0.026294300640427173,0.026326195374858734,0.2341476065331415,36.91488958823209,-73.30142431071059,73.16497906686917
100,249.0285107898785,-0.000132194374181531,0.013553554742200878,-0.026473608127091517,0.026496978072497564,0.2339702908883308,36.89985640747919,-73.27519295189435,73.1375057037495
101,249.12839233876036,-0.00013299043205037436,0.013650620351813369,-0.026652900296653927,0.02666773766779049,0.23379191445241818,36.884666174289976,-73.24867155888296,73.10974279944051
102,249.22825947266472,-0.0001337862373239926,0.013747993807397437,-0.026832176431760668,0.026838473442748912,0.23361247781242309,36.869318882928745,-73.22186007989222,73.08169030724352
103,249.32811203388766,-0.00013458178599308203,0.013845668366157665,-0.027011435813337488,0.027009184677786114,0.2334319815607531,36.85381452833691,-73.19475846396296,73.05334818129344
104,249.42794986474846,-0.00013537707404415219,0.013943637437920823,-0.027190677720585858,0.02717987065171471,0.2332504262952286,36.83815310613443,-73.16736666096179,73.02471637656069
105,249.52777280758963,-0.00013617209745954228,0.014041894581185363,-0.027369901430979237,0.0273505306417441,0.23306781261905515,36.82233461262121,-73.13968462158678,72.99579484885302
106,249.62758070477696,-0.000136966852217438,0.014140433499258477,-0.02754910622025937,0.027521163923477986,0.23288414114084577,36.8063590447786,-73.11171229736729,72.96658355481807
107,249.72737339870022,-0.00013776133429188795,0.014239248036480526,-0.027728291362432607,0.027691769770911884,0.2326994124746152,36.79022640027076,-73.08344964066748,72.93708245194617
108,249.82715073177314,-0.0001385555396528209,0.014338332174536329,-0.027907456129766264,0.02786234745643068,0.23251362723978394,36.77393667744614,-73.05489660468922,72.90729149857472
109,249.92691254643367,-0.0001393494642660627,0.014437680028852859,-0.02808659979278501,0.028033785766414736,0.2323267860611787,36.7574898753389,-73.02605314347414,72.87721065388737
110,250.02665868514438,-0.00014014310409335334,0.014537285845082529,-0.028265721620267286,0.028214451839891422,0.2321388895690253,36.740885993670396,-72.99691921190848,72.84683987791894
111,250.12638899039234,-0.00014093645509236427,0.01463714399567124,-0.028444820879241738,0.028395096956575553,0.23194993839896755,36.724125032850615,-72.96749476572032,72.81617913155813
112,250.22610330468993,-0.00014172951321671579,0.014737248976510273,-0.028623896834983713,0.028575720382046973,0.2317599331920529,36.70720699397963,-72.93777976148905,72.78522837654955
113,250.3258014705745,-0.00014252227441599447,0.01483759540367088,-0.02880294875101177,0.02875632138010126,0.23156887459474243,36.69013187884908,-72.90777415664243,72.75398757549627
114,250.42548333060918,-0.00014331473463577088,0.014938178010220479,-0.02898197588908421,0.028936899212746024,0.23137676325890552,36.67289968994362,-72.87747790946233,72.72245669186319
115,250.52514872738266,-0.00014410688981761723,0.015038991643119224,-0.02916097750919567,0.029117453140197216,0.2311835998418297,36.65551043044241,-72.84689097908748,72.69063568997885
116,250.6247975035096,-0.00014489873589912524,0.015140031260195622,-0.029339952869573718,0.029297982420875484,0.23098938500621766,36.637964104220586,-72.81601332551381,72.6585245350399
117,250.724429501631,-0.0001456902688139241,0.015241291927199883,-0.02951890122667551,0.02947848631140256,0.23079411942017505,36.62026071585076,-72.7848449095986,72.62612319311037
118,250.8240445644144,-0.00014648148449169875,0.015342768814933598,-0.029697821835184456,0.02965896406659768,0.23059780375724082,36.602400270604484,-72.7533856930645,72.59343163112848
119,250.92364253455406,-0.00014727237885820785,0.015444457196454313,-0.029876713948006936,0.02983941493947403,0.23040043869635574,36.58438277445374,-72.721635638501,72.56044981690738
120,251.02322325477107,-0.00014806294783530213,0.015546352444353559,-0.030055576816269046,0.030019838181235242,0.23020202492188782,36.56620823407249,-72.68959470936622,72.52717771913817
121,251.12278656781393,-0.0001488531873409432,0.015648450028106813,-0.030234409689313374,0.030200233041271903,0.2300025631236277,36.54787665683809,-72.6572628699908,72.49361530739205
122,251.22233231645856,-0.00014964309328922167,0.01575074551149394,-0.03041321181469582,0.030380598767158123,0.22980205399678316,36.529388050832885,-72.6246400855803,72.45976255212369
123,251.32186034350872,-0.00015043266159037633,0.015853234550088573,-0.03059198243818245,0.030560934604648128,0.22960049824198,36.51074242484566,-72.59172632221953,72.42561942467458
124,251.4213704917959,-0.00015122188815081236,0.015955912888814903,-0.0307754458668339,0.03074123979767288,0.2293978965652669,36.49193978837319,-72.55852154687378,72.39118589727556
125,251.52086260418017,-0.00015201076887312107,0.01605877635957039,-0.030960716033968924,0.030921513588336738,0.22919424967811755,36.47298015162175,-72.52502572739095,72.35646194304948
126,251.62033652354984,-0.0001527992996560984,0.01616182087891287,-0.031145959045522288,0.03110175521691417,0.22898955829743145,36.45386352550863,-72.49123883250579,72.3214475360144
127,251.71979209282196,-0.0001535874763947643,0.01626504244581049,-0.03133117414252114,0.03128196392184648,0.22878382314552567,36.434589921663694,-72.45716083184155,72.28614265108419
128,251.8192291549427,-0.00015437529498038205,0.016368437139453056,-0.03151636056407312,0.03146213893973858,0.2285770449501462,36.41515935243088,-72.42279169591558,72.25054726407566
129,251.91864755288736,-0.00015516275130047773,0.016472001117123228,-0.03170151754736242,0.03164227950535582,0.2283692244444745,36.39557183086977,-72.38813139613964,72.21466135170809
130,252.01804712966057,-0.00015594984123885988,0.016575730612126114,-0.03188664432764578,0.03182238485162082,0.22816036236709697,36.37582737075712,-72.35317990482216,72.17848489160704
131,252.117427728297,-0.00015673656067563912,0.01667962193177577,-0.03207174013824866,0.032002454209610356,0.22795045946204517,36.35592598658841,-72.31793719517358,72.14201786230794
132,252.2167891918611,-0.00015752290548724774,0.016783671455437226,-0.032256804210561325,0.032182486808552305,0.22773951647877666,36.33586769357943,-72.28240324130772,72.10526024325875
133,252.31613136344745,-0.00015830887154646005,0.016887875632622538,-0.03244183577403506,0.032362481875822594,0.227527534172173,36.31565250766779,-72.24657801824387,72.06821201482146
134,252.41545408618128,-0.00015909445472241262,0.016992230981139472,-0.03262683405617836,0.032542438636942214,0.22731451330254476,36.29528044551451,-72.21046150191276,72.0308731582779
135,252.5147572032185,-0.00015987965088062363,0.017096734085291516,-0.0328117982825532,0.03272235631557427,0.2271004546356312,36.27475152450558,-72.17405366915696,71.99324365583018
136,252.61404055774582,-0.0001606644558830141,0.017201381594127742,-0.03299672767677131,0.032902234133521044,0.22688535894260284,36.25406576275357,-72.13735449773503,71.95532349060463
137,252.71330399298137,-0.0001614488655879277,0.017306170219741283,-0.033181621460490536,0.033082071310721155,0.22666922700006176,36.23322317909916,-72.10036396632378,71.91711264665585
138,252.8125473521746,-0.000162232875850152,0.017411096735615073,-0.03336647885341121,0.03326186706524671,0.2264520595900407,36.21222379311277,-72.06308205452117,71.87861110896759
139,252.91177047860663,-0.00016301648252093856,0.017516157975013547,-0.033551299073272534,0.0334416206133005,0.22623385749999603,36.1910676250961,-72.02550874285006,71.83981886345711
140,253.0109732155907,-0.00016379968144802394,0.017621350829419114,-0.033736081335849086,0.03362133116921327,0.22601462152282803,36.169754696083764,-71.98764401276091,71.80073589697801
141,253.1101554064721,-0.00016458246847565104,0.01772667224701209,-0.03392082485494729,0.033800997945441016,0.22579435245685955,36.14828502784489,-71.94948784663453,71.76136219732373
142,253.20931689462867,-0.00016536483944458964,0.017832119231192958,-0.03410552884240196,0.03398062015256229,0.2255730511058406,36.1266586428847,-71.91104022778524,71.72169775322956
143,253.30845752347082,-0.00016614679019215785,0.0179376888391457,-0.03429019250807289,0.034160196999275624,0.22535071827896633,36.10487556444613,-71.87230114046545,71.68174255437654
144,253.40757713644197,-0.00016692831655224367,0.018043378180441185,-0.03447801935426661,0.034339727692396904,0.2251273547908525,36.08293581651144,-71.83327056986562,71.64149659139477
145,253.50667557701874,-0.0001677094143553261,0.01814918441567931,-0.034668009862067924,0.03451921143685687,0.22490296146154898,36.06083942380386,-71.79394850212063,71.60095985586602
146,253.60575268871114,-0.00016849007942849718,0.018255104755168963,-0.034857963670352494,0.03469864743569862,0.22467753911653854,36.03858641178918,-71.75433492430946,71.56013234032619
147,253.70480831506293,-0.0001692703075954832,0.018361136457644655,-0.03504787998471172,0.03487803489007516,0.22445108858674176,36.016176806677414,-71.7144298244614,71.51901403826972
148,253.80384229965173,-0.00017005009467666707,0.01846727682901878,-0.035237758008639083,0.03505747609583503,0.2242236107085042,35.99361063542439,-71.67423319155913,71.47760494415186
149,253.90285448608938,-0.0001708294364891098,0.018573523221168523,-0.03542759694352608,0.035242540651827435,0.2239951063236066,35.97088792573342,-71.633745015539,71.43590505339276
150,254.00184471802208,-0.0001716083288465731,0.018679873030756418,-0.035617395988658145,0.035439745272618346,0.22376557627925653,35.94800870605696,-71.59296528729669,71.39391436238023
151,254.1008128391308,-0.0001723867675595413,0.018786323698083564,-0.035807154341210644,0.035636918492054435,0.22353502142810222,35.92497300559823,-71.55189399868968,71.35163286847242
152,254.1997586931313,-0.00017316474843524418,0.018892872705974582,-0.03599687119624494,0.03583405951519035,0.22330344262821883,35.9017808543129,-71.51053114254063,71.30906057000104
153,254.29868212377463,-0.0001739422672776786,0.018999517578693424,-0.036186545746704435,0.036031167544814405,0.22307084074311093,35.87843228291069,-71.46887671263866,71.26619746627537
154,254.39758297484724,-0.00017471931988763224,0.019106255880889093,-0.036376177183410754,0.03622824178144328,0.22283721664171877,35.854927322857115,-71.42693070374659,71.22304355758465
155,254.49646109017104,-0.00017549590206270542,0.019213085216570464,-0.03656576469505988,0.03642528142331672,0.2226025711984067,35.83126600637512,-71.38469311160046,71.17959884520238
156,254.59531631360403,-0.00017627200959733464,0.019320003228109322,-0.036755307468218396,0.0366222856663923,0.22236690529297257,35.80744836644674,-71.34216393291462,71.13586333138804
157,254.69414848904037,-0.00017704763828281517,0.019427007595270822,-0.03694480468731977,0.03681925370434024,0.2221302198106424,35.78347443681481,-71.29934316538387,71.09183701939125
158,254.7929574604106,-0.00017782278390732464,0.01953409603427059,-0.03713425553466066,0.03701618472853827,0.2218925156420839,35.75934425198464,-71.25623080768727,71.04751991345651
159,254.8917430716818,-0.000178597442255946,0.019641266296857654,-0.03732365919039731,0.0372130779280665,0.22165379368337682,35.73505784722572,-71.21282685949276,71.00291201882314
160,254.99050516685796,-0.00017937160911069062,0.0197485161694225,-0.03751301483254195,0.03740993248970241,0.22141405483604,35.71061525857338,-71.16913132145763,70.95801334173123
161,255.08924358998038,-0.0001801452802505232,0.019855843472129483,-0.03770232163695926,0.0376067475979158,0.2211733000070156,35.68601652283055,-71.12514419523447,70.91282388942378
162,255.18795818512754,-0.00018091845145138356,0.01996324605807292,-0.03789157877736292,0.0378035224348639,0.220931530108682,35.66126167756941,-71.08086548347237,70.86734367015086
163,255.2866487964156,-0.000181691118486212,0.02007072181245615,-0.03808078542531216,0.0380002561803864,0.22068874605883476,35.63635076113315,-71.03629518982288,70.82157269317267
164,255.38531526799866,-0.00018246327712497223,0.02017826865179293,-0.0382699407502084,0.03819694801200065,0.22044494878069523,35.611283812637694,-70.99143331894047,70.775510968762
165,255.48395744406884,-0.00018323492313467615,0.020285884523130467,-0.0384590439192919,0.038393597104896815,0.220200139202921,35.58606087197337,-70.9462798764871,70.729158508209
