turn,Vrf_kV,dE_avg_GeV,dE_sigma_GeV,dE_min_GeV,dE_max_GeV,time_avg_ns,time_sigma_ns,time_min_ns,time_max_ns
79,20.0,4.4235133101218346e-05,0.0031851375007599715,-0.0063395374428204315,0.006344297719166781,0.08661200438625652,5.033551798838407,-9.970428894036075,9.96104375077175
80,20.0,4.4210901731736106e-05,0.003185090634403162,-0.006339671505565909,0.006344120536300446,0.0866723444588659,5.033695410020609,-9.97065066036231,9.962058682094721
81,20.0,4.418665346628014e-05,0.0031850431763241374,-0.006339803151963832,0.006343940935228851,0.08673265152586708,5.033840840115957,-9.970868638485712,9.963069828411989
82,20.0,4.4162388314100054e-05,0.0031849951265689232,-0.006339932381962103,0.006343758916023084,0.08679292556421592,5.033988088745555,-9.971082828322864,9.964077189342419
83,20.0,4.4138106284452095e-05,0.0031849464851841196,-0.006340059195509582,0.00634357447875519,0.08685316655087978,5.0341371555258005,-9.97129322979373,9.965080764505672
84,20.0,4.411380738659911e-05,0.0031848972522169005,-0.006340183592556085,0.0063433876234981704,0.0869133744628365,5.0342880400683905,-9.971499842818275,9.96608055352229
85,20.0,4.408949162981056e-05,0.003184847427715014,-0.006340305573052384,0.006343198350325983,0.08697354927707286,5.034440741980337,-9.971702667318965,9.967076556015769
86,20.0,4.4065159023362565e-05,0.003184797011726784,-0.006340425136950208,0.006343006659313544,0.08703369097060519,5.0345952608639575,-9.971901703218322,9.968068771610007
87,20.0,4.4040809576537765e-05,0.003184746004301106,-0.006340542284202242,0.006342812550536724,0.08709379952044405,5.034751596316875,-9.972096950441369,9.969057199930631
88,20.0,4.401644329862545e-05,0.0031846944054874514,-0.006340657014762125,0.006342616024072351,0.08715387490362027,5.034909747932027,-9.972288408914409,9.970041840604523
89,20.0,4.399206019892153e-05,0.0031846422153358656,-0.006340769328584456,0.006342417079998211,0.08721391709717385,5.035069715297677,-9.97290723372413,9.971022693261517
90,20.0,4.39676602867285e-05,0.003184589433896968,-0.006340879225624788,0.006342215718393045,0.08727392607816278,5.035231497997388,-9.97368149086222,9.971999757529773
91,20.0,4.394324357135542e-05,0.0031845360612219524,-0.00634098670583963,0.006342011939336551,0.08733390182364721,5.035395095610068,-9.974451958673484,9.972973033041683
92,20.0,4.3918810062118e-05,0.003184482097362587,-0.006341091769186448,0.006341805742909385,0.08739384431071007,5.035560507709932,-9.975218636867368,9.973942519429187
93,20.0,4.389435976833846e-05,0.0031844275423712136,-0.006341194415623665,0.006341597129193158,0.08745375351644767,5.0357277338665245,-9.975981525154651,9.97490821632681
94,20.0,4.386989269934569e-05,0.003184372396300749,-0.00634129464511066,0.006341386098270437,0.08751362941796027,5.035896773644723,-9.976740623246457,9.975870123370754
95,20.0,4.3845408864475044e-05,0.003184316659204685,-0.006341392457607768,0.006341172650224747,0.08757347199237121,5.036067626604738,-9.977495930856094,9.976828240196795
96,20.0,4.3820908273068576e-05,0.0031842603311370865,-0.0063414878530762804,0.006340956785140569,0.08763328121680707,5.036240292302108,-9.978247447698521,9.977782566444091
97,20.0,4.3796390934474834e-05,0.0031842034121525933,-0.006341580831478446,0.006340738503103338,0.08769305706841238,5.036414770287712,-9.978995173489977,9.978733101753505
98,20.0,4.377185685804896e-05,0.0031841459023064195,-0.0063416713927774695,0.006340517804199449,0.0877527995243469,5.0365910601077735,-9.97973910794883,9.979679845765048
