turn,Vrf_kV,time_sigma_ns,dE_sigma_MeV,eps_rms_ns_GeV,eps_full_eVs
5025,320.0,5.4312016147816236,14.086075235203,0.07575214683904534,0.9613815704008228
5026,320.0,5.433928073391326,14.079207403349363,0.0757521316284949,0.9613952149256869
5027,320.0,5.436655095390772,14.072331559792314,0.07575211636475651,0.9614079411206071
5028,320.0,5.439382548438236,14.065448025249845,0.07575210105037686,0.9614197465464088
5029,320.0,5.4421103003716835,14.058557121255719,0.07575208568791796,0.96143062894093
5030,320.0,5.444838219214745,14.051659170147005,0.07575207027995645,0.9614405862194276
5031,320.0,5.447566173182665,14.044754495051526,0.07575205482908312,0.9614496164749529
5032,320.0,5.45029403068822,14.037843419875147,0.07575203933790273,0.9614577179786956
5033,320.0,5.453021660347562,14.030926269289013,0.0757520238090332,0.9614648891802943
5034,320.0,5.455748930986022,14.024003368716619,0.0757520082451054,0.961471128708113
5035,320.0,5.458475711643879,14.01707504432079,0.07575199264876248,0.9614764353694875
5036,320.0,5.461201871582061,14.010141622990563,0.07575197702265932,0.9614808081509348
5037,320.0,5.463927280287838,14.003203432327926,0.07575196136946243,0.9614842462183394
5038,320.0,5.466651807480402,13.996260800634461,0.07575194569184877,0.9614867489170902
5039,320.0,5.469375323116488,13.989314056897877,0.07575192999250603,0.9614883157722057
5040,320.0,5.472097697395893,13.982363530778407,0.07575191427413185,0.9614889464884121
5041,320.0,5.47481880076693,13.975409552595123,0.07575189853943304,0.9614886409501885
5042,320.0,5.4775385039318945,13.968452453312096,0.07575188279112535,0.9614873992217866
5043,320.0,5.480256677852446,13.961492564524498,0.07575186703193307,0.9614852215472145
5044,320.0,5.482973193754959,13.954530218444505,0.07575185126458829,0.9614821083501868
5045,320.0,5.485687923135797,13.94756574788718,0.07575183549183033,0.9614780602340391
5046,320.0,5.4884007377665975,13.940599486256177,0.07575181971640557,0.9614730779816195
5047,320.0,5.491111509699471,13.93363176752934,0.07575180394106673,0.9614671625551381
5048,320.0,5.493820111272163,13.926662926244202,0.07575178816857252,0.9614603150959876
5049,320.0,5.496526415113158,13.919693297483363,0.0757517724016868,0.9614525369245287
5050,320.0,5.499230294146774,13.912723216859739,0.07575175664317844,0.9614438295398483
5051,320.0,5.5019316215981675,13.905753020501713,0.07575174089582055,0.9614341946194777
5052,320.0,5.504630270998323,13.89878304503816,0.07575172516239002,0.9614236340190846
5053,320.0,5.507326116189001,13.891813627583359,0.07575170944566711,0.9614121497721303
5054,320.0,5.510019031327622,13.884845105721784,0.075751693748435,0.9613997440894957
5055,320.0,5.512708890892113,13.877877817492788,0.07575167807347896,0.9613864193590702
5056,320.0,5.515395569685701,13.870912101375158,0.07575166242358605,0.9613721781453123
5057,320.0,5.518078942841696,13.863948296271571,0.07575164680154464,0.9613570231887809
5058,320.0,5.520758885828188,13.856986741492925,0.07575163121014376,0.9613409574056281
5059,320.0,5.523435274452716,13.850027776742541,0.07575161565217259,0.9613239838870612
5060,320.0,5.52610798486691,13.843071742100282,0.07575160013042008,0.9613061058987792
5061,320.0,5.52877689357108,13.836118978006512,0.0757515846476745,0.9612873268803696
5062,320.0,5.531441877418713,13.829169825245991,0.07575156920672232,0.9612676504446724
5063,320.0,5.534102813621038,13.822224624931604,0.07575155381034869,0.9612470803771257
5064,320.0,5.536759579751409,13.815283718488018,0.07575153846133581,0.9612256206350578
5065,320.0,5.539412053749783,13.808347447635189,0.07575152316246347,0.9612032753469725
5066,320.0,5.542060113927032,13.801416154371779,0.07575150791650763,0.9611800488117802
5067,320.0,5.544703638969314,13.794490180958446,0.0757514927262406,0.9611559454980156
5068,320.0,5.5473425079423295,13.787569869901022,0.07575147759442999,0.9611309700430115
5069,320.0,5.549976600295581,13.780655563933585,0.07575146252383864,0.961105127252051
5070,320.0,5.552605795866554,13.773747606001399,0.07575144751722371,0.9610784220974791
5071,320.0,5.5552299748849,13.766846339243763,0.07575143257733644,0.9610508597177952
5072,320.0,5.557849017976533,13.759952106976732,0.07575141770692147,0.9610224454167033
5073,320.0,5.560462806167712,13.75306525267573,0.07575140290871633,0.9609931846621385
5074,320.0,5.563071220889093,13.746186119958056,0.0757513881854512,0.9609630830852643
5075,320.0,5.565674143979709,13.739315052565265,0.0757513735398481,0.9609321464794356
5076,320.0,5.5682714576909165,13.732452394345446,0.07575135897462043,0.9609003807991298
5077,320.0,5.570863044690321,13.725598489235404,0.0757513444924724,0.9608677921588546
5078,320.0,5.573448788065651,13.718753681242704,0.07575133009609876,0.9608343868320224
5079,320.0,5.576028571328591,13.71191831442762,0.07575131578818411,0.9608001712497946
5080,320.0,5.578602278418582,13.705092732884987,0.07575130157140253,0.9607651519999001
5081,320.0,5.5811697937065565,13.698277280725913,0.07575128744841682,0.9607293358254161
5082,320.0,5.583731001998675,13.691472302059415,0.0757512734218782,0.9606927296235308
5083,320.0,5.586285788540009,13.684678140973938,0.07575125949442595,0.960655340444273
5084,320.0,5.588834039018143,13.677895141518748,0.07575124566868646,0.9606171754892054
5085,320.0,5.591375639566816,13.671123647685263,0.07575123194727319,0.9605782421101036
5086,320.0,5.593910476769473,13.664364003388224,0.07575121833278606,0.9605385478075982
5087,320.0,5.596438437662768,13.657616552446811,0.07575120482781077,0.9604981002297861
5088,320.0,5.598959409740067,13.650881638565625,0.07575119143491828,0.9604569071708209
5089,320.0,5.601473280954909,13.644159605315584,0.0757511781566649,0.9604149765694766
5090,320.0,5.603979939724387,13.637450796114713,0.07575116499559104,0.9603723165076733
5091,320.0,5.606479274932557,13.630755554208818,0.0757511519542212,0.9603289352089893
5092,320.0,5.608971175933769,13.62407422265209,0.07575113903506361,0.9602848410371395
5093,320.0,5.6114555325559285,13.617407144287593,0.07575112624060903,0.9602400424944195
5094,320.0,5.613932235103815,13.610754661727647,0.07575111357333109,0.9601945482201412
5095,320.0,5.616401174362294,13.604117117334127,0.07575110103568546,0.9601483669890291
5096,320.0,5.618862241599495,13.59749485319867,0.07575108863010935,0.9601015077095916
5097,320.0,5.621315328570001,13.590888211122765,0.07575107635902124,0.9600539794224736
5098,320.0,5.62376032751793,13.584297532597786,0.07575106422482009,0.9600057912987736
5099,320.0,5.626197131180075,13.577723158784892,0.07575105222988537,0.9599569526383486
5100,320.0,5.628625632788917,13.571165430494865,0.0757510403765761,0.9599074728680806
5101,320.0,5.6310457260756515,13.564624688167854,0.07575102866723069,0.9598573615401268
5102,320.0,5.633457305273206,13.558101271853003,0.0757510171041666,0.9598066283301471
5103,320.0,5.635860265119139,13.551595521188053,0.07575100568967943,0.9597552830354973
5104,320.0,5.638254500858604,13.545107775378783,0.07575099442604309,0.9597033355734125
5105,320.0,5.640639908247207,13.538638373178419,0.07575098331550881,0.959650795979155
5106,320.0,5.643016383553867,13.532187652866941,0.07575097236030509,0.9595976744041463
5107,320.0,5.645383823563647,13.52575595223032,0.07575096156263726,0.9595439811140763
5108,320.0,5.647742125580514,13.519343608539641,0.0757509509246868,0.9594897264869829
5109,320.0,5.650091187430105,13.512950958530208,0.07575094044861103,0.9594349210113181
5110,320.0,5.65243090746246,13.506578338380502,0.07575093013654288,0.9593795752839878
5111,320.0,5.654761184554692,13.500226083691123,0.07575091999059028,0.9593237000083707
5112,320.0,5.6570819181136445,13.493894529463612,0.0757509100128356,0.9592673059923136
5113,320.0,5.659393008078558,13.487584010079233,0.07575090020533591,0.9592104041461167
5114,320.0,5.661694354923607,13.481294859277675,0.0757508905701218,0.9591530054804797
5115,320.0,5.663985859660496,13.475027410135672,0.07575088110919734,0.9590951211044428
5116,320.0,5.666267423841011,13.468781995045566,0.07575087182453993,0.9590367622233074
5117,320.0,5.668538949559477,13.462558945693818,0.07575086271809937,0.9589779401365243
5118,320.0,5.6708003394552735,13.456358593039424,0.07575085379179801,0.9589186662355786
5119,320.0,5.673051496715255,13.450181267292297,0.07575084504753005,0.9588589520018455
5120,320.0,5.675292325076177,13.444027297891582,0.07575083648716127,0.958798809004432
5121,320.0,5.677522728827079,13.437897013483894,0.07575082811252885,0.9587382488980006
5122,320.0,5.679742612811619,13.431790741901539,0.07575081992544047,0.9586772834205693
5123,320.0,5.6819518824304485,13.425708810140636,0.07575081192767476,0.9586159243913079
5124,320.0,5.684150443643456,13.419651544339214,0.07575080412098018,0.9585541837082999
5125,320.0,5.686338202972084,13.413619269755266,0.07575079650707534,0.9584920733463037
5126,320.0,5.688515067501544,13.407612310744728,0.07575078908764822,0.9584296053544874
5127,320.0,5.69068094488302,13.401630990739427,0.07575078186435578,0.958366791854148
5128,320.0,5.692835743335895,13.395675632224995,0.07575077483882413,0.9583036450364258
5129,320.0,5.6949793716498744,13.38974655671872,0.07575076801264777,0.958240177159991
5130,320.0,5.697111739187139,13.383844084747377,0.07575076138738945,0.9581764005487237
5131,320.0,5.6992327558844345,13.377968535825008,0.07575075496457989,0.9581123275893754
5132,320.0,5.7013423322551615,13.372120228430678,0.07575074874571731,0.9580479707292197
5133,320.0,5.703440379391425,13.366299479986191,0.07575074273226734,0.9579833424736892
5134,320.0,5.705526808966066,13.36050660683378,0.07575073692566281,0.9579184553839996
5135,320.0,5.7076015332346355,13.354741924213762,0.0757507313273029,0.9578533220747558
5136,320.0,5.709664465037414,13.34900574624219,0.0757507259385537,0.9577879552115596
5137,320.0,5.711715517801308,13.34329838588844,0.07575072076074714,0.9577223675085863
5138,320.0,5.713754605541812,13.337620154952834,0.07575071579518121,0.9576565717261696
5139,320.0,5.715781642864917,13.331971364044183,0.0757507110431199,0.957590580668367
5140,320.0,5.7177965449689285,13.326352322557375,0.07575070650579216,0.9575244071805071
5141,320.0,5.719799227646373,13.320763338650904,0.07575070218439243,0.9574580641467428
5142,320.0,5.7217896072857934,13.315204719224415,0.07575069808007999,0.9573915644875837
5143,320.0,5.723767600873564,13.309676769896226,0.07575069419397894,0.9573249211574242
5144,320.0,5.725733125995644,13.304179794980863,0.07575069052717759,0.95725814714206
5145,320.0,5.727686100839365,13.298714097466574,0.07575068708072881,0.9571912554562017
5146,320.0,5.7296264441951505,13.293279978992853,0.07575068385564962,0.9571242591409779
5147,320.0,5.731554075458206,13.287877739827977,0.07575068085292067,0.9570571712614275
5148,320.0,5.73346891463021,13.282507678846518,0.07575067807348627,0.9569900049039899
5149,320.0,5.735370882320991,13.27717009350691,0.07575067551825436,0.9569227731739909
5150,320.0,5.73725989975014,13.271865279828985,0.07575067318809593,0.9568554891931158
5151,320.0,5.739135888748647,13.26659353237155,0.07575067108384519,0.9567881660968842
5152,320.0,5.740998771760488,13.26135514420997,0.07575066920629919,0.9567208170321166
5153,320.0,5.7428484718442085,13.256150406913777,0.07575066755621793,0.9566534551543997
5154,320.0,5.744684912674453,13.250979610524299,0.07575066613432387,0.9565860936255411
5155,320.0,5.7465080185435164,13.245843043532316,0.07575066494130198,0.9565187456110301
5156,320.0,5.74831771436282,13.24074099285576,0.0757506639777993,0.9564514242774853
5157,320.0,5.750113925664438,13.2356737438174,0.07575066324442535,0.956384142790111
5158,320.0,5.751896578602544,13.230641580122649,0.07575066274175155,0.9563169143101448
5159,320.0,5.753665599954844,13.225644783837302,0.07575066247031113,0.9562497519923017
5160,320.0,5.755420917124023,13.22068363536541,0.07575066243059927,0.9561826689822255
5161,320.0,5.757162458139143,13.215758413427151,0.07575066262307276,0.9561156784139343
5162,320.0,5.758890151657005,13.210869395036744,0.0757506630481498,0.9560487934072626
5163,320.0,5.760603926963564,13.206016855480444,0.07575066370621042,0.9559820270653173
5164,320.0,5.762303713975212,13.201201068294573,0.07575066459759562,0.9559153924719165
5165,320.0,5.763989443240153,13.19642230524361,0.07575066572260802,0.9558489026890483
5166,320.0,5.7656610459396855,13.191680836298332,0.07575066708151139,0.9557825707543166
5167,320.0,5.7673184538894935,13.186976929614051,0.07575066867453063,0.9557164096783999
5168,320.0,5.768961599540918,13.182310851508877,0.07575067050185177,0.9556504324425077
5169,320.0,5.7705904159821895,13.177682866442089,0.07575067256362174,0.955584651995842
5170,320.0,5.772204836939684,13.173093236992544,0.07575067485994863,0.9555190812530645
5171,320.0,5.773804796779111,13.168542223837196,0.07575067739090136,0.9554537330917658
5172,320.0,5.775390230506741,13.164030085729681,0.07575068015650996,0.9553886203499458
5173,320.0,5.776961073770533,13.159557079478967,0.0757506831567652,0.9553237558234874
5174,320.0,5.778517262861343,13.15512345992813,0.07575068639161886,0.9552591522636531
5175,320.0,5.780058734714019,13.150729479933196,0.07575068986098338,0.9551948223745715
5176,320.0,5.7815854269085625,13.146375390342062,0.07575069356473231,0.9551307788107467
5177,320.0,5.783097277671201,13.142061439973562,0.07575069750269986,0.9550670341745612
5178,320.0,5.78459422587551,13.137787875596574,0.07575070167468137,0.9550036010137998
5179,320.0,5.7860762110434445,13.133554941909283,0.07575070608043277,0.9549404918191712
5180,320.0,5.7875431733464255,13.129362881518514,0.0757507107196711,0.9548777190218467
5181,320.0,5.788995053606379,13.125211934919195,0.07575071559207444,0.9548152949910087
5182,320.0,5.790431793296721,13.121102340473934,0.07575072069728167,0.9547532320313996
5183,320.0,5.791853334543406,13.117034334392695,0.07575072603489284,0.9546915423808964
5184,320.0,5.793259620125882,13.113008150712622,0.07575073160446905,0.9546302382080833
5185,320.0,5.794650593478084,13.109024021277959,0.07575073740553252,0.9545693316098458
5186,320.0,5.796026198689384,13.105082175720117,0.07575074343756681,0.9545088346089713
5187,320.0,5.797386380505525,13.101182841437877,0.07575074970001668,0.9544487591517649
5188,320.0,5.798731084329552,13.09732624357769,0.07575075619228823,0.9543891171056773
5189,320.0,5.800060256222734,13.093512605014167,0.07575076291374923,0.9543299202569514
5190,320.0,5.801373842905437,13.089742146330664,0.07575076986372892,0.9542711803082742
5191,320.0,5.802671791758006,13.086015085800044,0.07575077704151804,0.9542129088764498
5192,320.0,5.803954050821646,13.082331639365563,0.07575078444636939,0.9541551174900894
5193,320.0,5.805220568799258,13.078692020621926,0.0757507920774975,0.9540978175873124
5194,320.0,5.806471295056275,13.075096440796482,0.07575079993407902,0.9540410205134663
5195,320.0,5.807706179621483,13.07154510873059,0.07575080801525265,0.9539847375188621
5196,320.0,5.808925173187826,13.068038230861127,0.07575081632011953,0.9539289797565293
5197,320.0,5.810128227113196,13.064576011202195,0.07575082484774302,0.9538737582799868
5198,320.0,5.811315293421227,13.061158651326949,0.07575083359714947,0.9538190840410342
5199,320.0,5.81248632480201,13.057786350349636,0.07575084256732745,0.9537649678875552
5200,320.0,5.813641274612908,13.054459304907791,0.07575085175722894,0.9537114205613539
5201,320.0,5.814780096879239,13.051177709144605,0.07575086116576878,0.9536584526959951
5202,320.0,5.815902746295016,13.047941754691491,0.07575087079182509,0.9536060748146752
5203,320.0,5.817009178223668,13.044751630650817,0.07575088063423961,0.9535542973281121
5204,320.0,5.8180993486987,13.041607523578833,0.07575089069181755,0.9535031305324502
5205,320.0,5.819173214424405,13.038509617468797,0.07575090096332804,0.9534525846071961
5206,320.0,5.820230732776517,13.035458093734274,0.07575091144750429,0.9534026696131704
5207,320.0,5.8212718618028685,13.032453131192659,0.07575092214304377,0.953353395490483
5208,320.0,5.82229656022404,13.029494906048868,0.07575093304860854,0.9533047720565341
5209,320.0,5.823304787433972,13.026583591879259,0.07575094416282525,0.953256809004033
5210,320.0,5.824296503500594,13.023719359615752,0.07575095548428565,0.9532095158990476
5211,320.0,5.8252716691664155,13.020902377530144,0.07575096701154649,0.9531629021790715
5212,320.0,5.826230245849135,13.018132811218656,0.07575097874313018,0.9531169771511232
5213,320.0,5.827172195642197,13.015410823586677,0.07575099067752467,0.9530717499898619
5214,320.0,5.8280974813153845,13.012736574833752,0.07575100281318405,0.95302722973574
5215,320.0,5.829006066315338,13.010110222438747,0.0757510151485285,0.9529834252931657
5216,320.0,5.829897914766114,13.007531921145294,0.07575102768194462,0.9529403454287088
5217,320.0,5.830772991469744,13.005001822947404,0.0757510404117862,0.9528979987693259
5218,320.0,5.8316312619066775,13.002520077075369,0.07575105333637348,0.9528563938006049
5219,320.0,5.832472692236356,13.000086829981841,0.07575106645399443,0.9528155388650534
5220,320.0,5.833297249297686,12.997702225328187,0.0757510797629046,0.9527754421604048
5221,320.0,5.8341049006095,12.995366403971058,0.07575109326132742,0.9527361117379508
5222,320.0,5.834895614371053,12.993079503949204,0.0757511069474546,0.9526975555009107
5223,320.0,5.83566935946248,12.990841660470549,0.07575112081944652,0.9526597812028267
5224,320.0,5.836426105445229,12.98865300589948,0.07575113487543246,0.9526227964459837
5225,320.0,5.8371658225624845,12.986513669744411,0.07575114911351065,0.952586608679863
5226,320.0,5.8378884817396335,12.984423778645585,0.07575116353174917,0.9525512251996315
5227,320.0,5.838594054584643,12.982383456363138,0.07575117812818585,0.952516653144652
5228,320.0,5.839282513388479,12.980392823765401,0.07575119290082877,0.9524828994970297
5229,320.0,5.839953831125478,12.978451998817485,0.0757512078476565,0.9524499710801874
5230,320.0,5.840607981453759,12.976561096570103,0.07575122296661867,0.9524178745574783
5231,320.0,5.841244938715558,12.974720229148678,0.07575123825563605,0.9523866164308217
5232,320.0,5.841864677937619,12.972929505742682,0.07575125371260125,0.9523562030393785
5233,320.0,5.842467174831511,12.97118903259529,0.07575126933537871,0.9523266405582551
