turn,Vrf_kV,K0_GeV,phi_s_deg,time_mean_ns,time_sigma_ns,time_min_ns,time_max_ns,dE_mean_MeV,dE_sigma_MeV,dE_min_MeV,dE_max_MeV,t2,dE2,t_dE,eps_rms,Q1,Q2,Q_amp,theta_Q,gamma,Zon_ohm,unstable
10,320.0,24.0,0.0,0.3243539139194933,32.36209742006417,-64.65409552178104,64.82483672370967,-0.03174215773710363,3.496580302438857,-6.961144669292638,6.990499587338333,1047.4105548871987,1.2227081375981215e-05,-0.03493078301405188,0.1076411375204324,-0.030189401991815037,-0.16257524637197704,0.16535450016716338,-0.8771999801614604,26.57893624393974,71.74016331159106,False
11,320.0,24.0,0.0,0.32431135680072665,32.36064724517371,-64.65105484662803,64.82235356292102,-0.03316701016996145,3.5406450444944473,-7.046311838241054,7.069772172595219,1047.3166679827186,1.2537267381666703e-05,-0.03929128414061046,0.10764146083344191,-0.03728649943967394,-0.18286994015740882,0.18663252142549833,-0.8859677407580098,26.57893624393974,73.55643397607584,False
12,320.0,24.0,0.0,0.324266887192961,32.35901589529575,-64.6476759666703,64.81953158113407,-0.03459168413983957,3.589254361313627,-7.151599147356599,7.174258312409519,1047.2110587261327,1.2883943454820524e-05,-0.04365095744097708,0.1076420084371164,-0.04521865540447004,-0.20316078106479155,0.20813224103786604,-0.8949010509888616,26.57893624393974,75.58619186731173,False
13,320.0,24.0,0.0,0.32422050566801724,32.35720337842546,-64.64395889332548,64.81637078996886,-0.03601617159967818,3.6422253755964547,-7.277585389560751,7.295631711972974,1047.0937294090838,1.3267102851255436e-05,-0.04800970816550612,0.10764278017980528,-0.05398571551886059,-0.22344732810925025,0.2298764144475163,-0.9039285864705157,26.57893624393974,77.82933091701177,False
14,320.0,24.0,0.0,0.3241722128084797,32.355209703452296,-64.63990363926939,64.81287120230365,-0.03744046450394001,3.6993697201104223,-7.405797324283784,7.421701784815029,1046.964682577931,1.3686738114452135e-05,-0.05236744158138249,0.10764377588948253,-0.0635875091079641,-0.2437291403842428,0.2518874057728916,-0.9130008720182227,26.57893624393974,80.28573370147285,False
15,320.0,24.0,0.0,0.324122009207674,32.35303488016002,-64.63551021843827,64.80903283227207,-0.03886455480863581,3.7604960606284097,-7.537737538217581,7.54773079486604,1046.8239210337035,1.414284107562226e-05,-0.05672406297436128,0.10764499537377532,-0.07402384919080875,-0.26400577706965656,0.27418712693191266,-0.9220820371645141,26.57893624393974,82.95527144646202,False
16,320.0,24.0,0.0,0.3240698954696806,32.35067891922672,-64.63077864602707,64.80485569526599,-0.04028843447135003,3.825412356312125,-7.669636418149791,7.6759835270498025,1046.6714478320503,1.4635402853777638e-05,-0.06107947765050726,0.10764643841999579,-0.08529453248192292,-0.28427679743990447,0.2967969926296395,-0.931145106203187,26.57893624393974,85.8378040325796,False
17,320.0,24.0,0.0,0.32401587220928296,32.3481418322249,-64.62570893849062,64.80033980793507,-0.041712095451266244,3.89392783149595,-7.801493238114927,7.821557274846836,1046.5072662831815,1.5164413855805687e-05,-0.06543359093793427,0.10764810479517553,-0.09739933939306947,-0.3045417608720207,0.3197378855081727,-0.9401691731295636,26.57893624393974,88.93318000109662,False
18,320.0,24.0,0.0,0.3239599400520114,32.3454236316214,-64.6203011135438,64.79548518818558,-0.043135529709192925,3.9658546497101743,-7.954221607787416,7.967089093219389,1046.3313799518107,1.57298637765511e-05,-0.06978630818854477,0.10764999424610372,-0.11033803403512234,-0.32480022685375626,0.34303012858783605,-0.9491376360003979,26.57893624393974,92.24123656026832,False
19,320.0,24.0,0.0,0.3239020996341013,32.3425243307776,-64.61455519016229,64.79029185518209,-0.044558729207589,4.0410092945395615,-8.107836493072941,8.11257819872668,1046.1437926570882,1.633174159890372e-05,-0.07413753477976906,0.10765210649936771,-0.12411036422008664,-0.34505175499167445,0.3666934634400743,-0.958037053473683,26.57893624393974,95.76179959212297,False
20,320.0,24.0,0.0,0.3238423516024831,32.33944394394931,-64.60847118858169,64.78475982934742,-0.04598168591058968,4.1192136723473665,-8.261408567357952,8.258023807977278,1045.9445084725317,1.6970035593892652e-05,-0.07848717611630464,0.10765444126139709,-0.13871606146326193,-0.36529590501924575,0.3907470331707066,-0.9668563805765082,26.57893624393974,99.49468365972534,False
21,320.0,24.0,0.0,0.32378069661479925,32.33618248628693,-64.60204913029969,64.77888913236308,-0.047404391784032086,4.200295959146957,-8.416944666294885,8.403425137630203,1045.7335317259501,1.7644733320786672e-05,-0.08283513763185535,0.10765699821851055,-0.15415484098554963,-0.3855322368049424,0.41520936961381577,-0.9755864430845305,26.57893624393974,103.43969201491579,False
22,320.0,24.0,0.0,0.3237171353393571,32.33273997383542,-64.59528903807436,64.77267978716753,-0.04882683879548103,4.284091218334882,-8.579445448829352,8.559276006325105,1045.5108669993674,1.8355821627200815e-05,-0.08718132479087062,0.1076597770369658,-0.17042640171590337,-0.40576031036033305,0.44009838430235604,-0.9842195662200048,26.57893624393974,107.5966166065236,False
23,320.0,24.0,0.0,0.32365166845516036,32.329116423534416,-64.58819093592501,64.76613181795966,-0.05024901891425495,4.370441818089728,-8.752520947477702,8.735099992743097,1045.2765191289361,1.910328664920929e-05,-0.0915256430902845,0.1076627773630126,-0.18753042629392422,-0.4259796858481765,0.46543136286813774,-0.9927493055796975,26.57893624393974,111.96523808905546,False
24,320.0,24.0,0.0,0.3235842966518694,32.3253118532182,-64.58075484913434,64.75924525019707,-0.05167092411145169,4.459197677505017,-8.926943759900766,8.910880043872485,1045.0304932048489,1.9887113811464675e-05,-0.09586799806125457,0.10766599882294867,-0.20546658107260013,-0.44618992359051535,0.49122496256946596,-1.0011702472429695,26.57893624393974,116.545325831858,False
25,320.0,24.0,0.0,0.32351502062981613,32.321326281615875,-64.57298080424664,64.7520201105969,-0.05309254635997448,4.550216369453695,-9.101321523612388,9.086615270641689,1044.772794571246,2.0707287827323353e-05,-0.10020829527090096,0.10766944102317841,-0.22423451612118941,-0.46639058407676914,0.5174952126692322,-1.0094778556021964,26.57893624393974,121.33663792875515,False
26,320.0,24.0,0.0,0.323443841099973,32.317159728351314,-64.56486882906876,64.74445642713698,-0.05451387763455772,4.643363106211117,-9.275653353630105,9.262304783911542,1044.5034288261174,2.1563792698977307e-05,-0.10454644032404489,0.10767310355027533,-0.24383386522824982,-0.48658122797182696,0.5442575174002829,-1.0176683547016188,26.57893624393974,126.33892120815923,False
27,320.0,24.0,0.0,0.32337075878395105,32.3128122139433,-64.55641895267209,64.73655422905398,-0.05593490991179323,4.738510631352994,-9.449938364913072,9.437947694474278,1044.2224018212,2.2456611717592192e-05,-0.1088823388649479,0.10767698597104619,-0.26426424590481185,-0.5067614161241403,0.571526661264182,-1.0257386335032865,26.57893624393974,131.55191124365575,False
28,320.0,24.0,0.0,0.3232957744140128,32.30828375980555,-64.54763120538976,64.72831354684575,-0.05735563517015613,4.83553903867666,-9.624175672361167,9.62001943222342,1043.9297196618688,2.3385727463451762e-05,-0.11321589657904976,0.10768108783259933,-0.28552525938769896,-0.526930709573814,0.5993168164171401,-1.0336861685225756,26.57893624393974,136.9753323650626,False
29,320.0,24.0,0.0,0.32321888873303517,32.303574388246794,-64.53850561882075,64.71973441227141,-0.05877604539003098,4.934335536077469,-9.810417453802659,9.812269085002487,1043.6253887070282,2.4351121806108617e-05,-0.11754701919470745,0.10768540866241524,-0.30761649064299196,-0.5470886695606982,0.6276415519045921,-1.041508959285403,26.57893624393974,142.6088976699622,False
30,320.0,24.0,0.0,0.3231401024945061,32.29868412247086,-64.52904222582868,64.71081685835077,-0.06019613255373797,5.034794169592924,-10.006369825703258,10.004471516640248,1043.3094155689917,2.5352775904541335e-05,-0.12187561248493332,0.10768994796841996,-0.33053750836964074,-0.5672348575324784,0.656513844514418,-1.049205473416263,26.57893624393974,148.4523090357066,False
31,320.0,24.0,0.0,0.3230594164625262,32.29361298657672,-64.51924106054133,64.70156091936752,-0.06161588864555906,5.136815520298968,-10.202274580385224,10.1966257953659,1042.9818071133618,2.6390670207317933e-05,-0.12620158226913336,0.10769470523906167,-0.35428786500322185,-0.5873688351527663,0.685946091028485,-1.0567745990951347,26.57893624393974,154.5052571318965,False
32,320.0,24.0,0.0,0.3229768314117887,32.28836100555859,-64.50910215835455,64.69196663086444,-0.06303530565176418,5.240306384459518,-10.398130778518542,10.388730989247472,1042.6425704589058,2.74647844527658e-05,-0.13052483441484533,0.10769967994339041,-0.3788670967198429,-0.6074901643091885,0.7159501216630441,-1.064215603264792,26.57893624393974,160.7674214333318,False
33,320.0,24.0,0.0,0.32289234812757384,32.28292820530603,-64.4986255559279,64.6820340296502,-0.06445437556063768,5.345179445315096,-10.59393748059313,10.580786166189089,1042.291712977423,2.857509766914791e-05,-0.13484527483947664,0.10770487153113989,-0.40427472344019455,-0.6275984071214761,0.7465372145004292,-1.07152809442019,26.57893624393974,167.23847023343595,False
34,320.0,24.0,0.0,0.3228059674057479,32.27731461260396,-64.48781129118856,64.6717631537955,-0.06587309036250452,5.451352943151972,-10.790575977346306,10.77279039392829,1041.9292422936098,2.972158817484557e-05,-0.13916280951204246,0.10771027943281247,-0.43051024883374955,-0.647693125949553,0.777718110727274,-1.0787119891291126,26.57893624393974,173.91806065815084,False
35,320.0,24.0,0.0,0.3227176900527405,32.271520255132806,-64.47665940333042,64.66115404263445,-0.06729144204975676,5.5587503488081245,-10.989058705664348,10.96474274003336,1041.55516628492,3.090423357854758e-05,-0.14347734445490304,0.10771590305976751,-0.45757316032311063,-0.667773883401623,0.8095030305078318,-1.0857674816586373,26.57893624393974,180.80583868030544,False
36,320.0,24.0,0.0,0.3226275168855409,32.26554516146859,-64.4651699328175,64.65020673676617,-0.06870942261688,5.667300044526444,-11.195871120213734,11.156642271900676,1041.1694930814206,3.2123010779445774e-05,-0.14778878574550158,0.10772174180431168,-0.4854629290885051,-0.6878402423422573,0.8419016893347145,-1.0926950162427542,26.57893624393974,187.9014391344542,False
37,320.0,24.0,0.0,0.32253544873169904,32.259389361082945,-64.45334292138062,64.63892127805406,-0.07012702406047992,5.7769350150346686,-11.402632109408525,11.34848805675207,1040.7722310656402,3.3377895967437174e-05,-0.15209703951810138,0.10772779503979243,-0.5141790100724304,-0.7078917659004794,0.8749233147132174,-1.0994952616415816,26.57893624393974,195.20448573218835,False
38,320.0,24.0,0.0,0.32244148642929205,32.25305288434333,-64.44117841202109,64.62729770962727,-0.07154423837930882,5.887592550889303,-11.609340714194813,11.540279161632231,1040.3633888724185,3.4668864623332485e-05,-0.1564020119655232,0.10773406212069432,-0.5437208419844474,-0.7279280174778525,0.9085766630491414,-1.1061690877251857,26.57893624393974,202.71459107791702,False
39,320.0,24.0,0.0,0.3223456308269371,32.246535762513,-64.42867644900906,64.61533607588223,-0.07296105757429217,5.999213965441545,-11.815995975247253,11.732014653406116,1039.942975388743,3.5995891519071223e-05,-0.16070360934088224,0.10774054238273749,-0.5740878473061238,-0.7479485607565624,0.9428700366234959,-1.1127175438743397,26.57893624393974,210.43135668511954,False
40,320.0,24.0,0.0,0.3222478827837815,32.2398380277512,-64.41583707788612,64.60303642247948,-0.07437747364855554,6.111744326242469,-12.024918060054969,11.923693598756383,1039.5109997535906,3.735895071794335e-05,-0.16500173795932513,0.10774723514297999,-0.6052794322961282,-0.767952959707502,0.9778113005504873,-1.1191418390331818,26.57893624393974,218.3543729930677,False
41,320.0,24.0,0.0,0.32214824316947116,32.2329597131132,-64.40266034546357,64.5903987963485,-0.07579347860745105,6.225132201280387,-12.236666278976326,12.141356351103838,1039.0674713577562,3.8758015574817434e-05,-0.16929630419976643,0.10775413969992162,-0.6372949869954733,-0.787940778598354,1.0134078996276576,-1.1254433232793872,26.57893624393974,226.48321938401867,False
42,320.0,24.0,0.0,0.32204671286417197,32.22590085255048,-64.38914629982702,64.5774232456867,-0.07720906445858443,6.339329420115411,-12.448359273881653,12.361825657908888,1038.6123998436806,4.019305873637537e-05,-0.1735872145066253,0.10776125533361093,-0.6701338852329126,-0.8079115820016733,1.0496668749988278,-1.1316234707995083,26.57893624393974,234.81746420087666,False
43,320.0,24.0,0.0,0.32194329275852385,32.21866148091074,-64.37529499033309,64.56410981995913,-0.0786242232118416,6.454290849727656,-12.65999607797616,12.58224102394236,1038.1457951052737,4.1664052141353816e-05,-0.17787437539156176,0.10776858130575491,-0.7037954846304861,-0.827864934802968,1.0865948805615564,-1.1376838641730336,26.57893624393974,243.356664765324,False
44,320.0,24.0,0.0,0.3218379837536799,32.21124163393808,-64.36110646761063,64.55045856990012,-0.08003894687941607,6.569974184711421,-12.871575724132681,12.802601475100984,1037.6676672877327,4.3170967020792064e-05,-0.1821576934352128,0.10777611685983114,-0.7382791266092201,-0.8478004022087793,1.124198199061109,-1.1436261798802225,26.57893624393974,252.1003673964219,False
45,320.0,24.0,0.0,0.32173078676124506,32.20364134827308,-64.3465807835658,64.53646954751451,-0.08145322747583542,6.686339751315404,-13.08309724488651,13.02290603687254,1037.178026787354,4.4713773898286774e-05,-0.18643707528892822,0.10778386122120266,-0.7735841363949797,-0.8677175497547615,1.1624827578224004,-1.1494521749571869,26.57893624393974,261.0481074296777,False
46,320.0,24.0,0.0,0.3216217027032991,32.19586066145293,-64.33171799137747,64.52214280607728,-0.08286705701798858,6.803350324738124,-13.298467673731723,13.243153734329331,1036.6768842513422,4.629244259025316e-05,-0.19071242767650642,0.10779181359723514,-0.8097098230244719,-0.8876159433137587,1.2014541440800375,-1.1551636747279308,26.57893624393974,270.1994092365838,False
47,320.0,24.0,0.0,0.32151073251238116,32.18789961191155,-64.31651814550054,64.5074784001348,-0.08428042752515312,6.9209709590294635,-13.516059837973703,13.463343592121639,1036.164250577616,4.7906942206193036e-05,-0.19498365739592974,0.10779997317741719,-0.8466554793514064,-0.9074951491038844,1.2411176198744587,-1.1607625615478243,26.57893624393974,279.55378624461844,False
48,320.0,24.0,0.0,0.3213978771314655,32.179758238979666,-64.30098130166766,64.49247638550611,-0.08569333101902213,7.039168828916407,-13.733592348046065,13.683474634471235,1035.6401369146045,4.955724114896951e-05,-0.19925067132109991,0.10780833913348202,-0.8844203820528074,-0.9273547336965953,1.281478136489233,-1.1662507644967153,26.57893624393974,289.1107409577209,False
49,320.0,24.0,0.0,0.3212831375139805,32.171436582885036,-64.28510751688754,64.47713681928127,-0.0871057595237316,7.157913082857753,-13.95106422954277,13.90629256839036,1035.1045546610444,5.124330711508839e-05,-0.20351337640357287,0.107816910619533,-0.9230037916354812,-0.9471942640247686,1.3225403484109277,-1.1716302499629712,26.57893624393974,298.86976497722674,False
50,320.0,24.0,0.0,0.3211665146237791,32.16293468475244,-64.26889684944618,64.46145975982591,-0.08851770506588805,7.277174706634183,-14.168474507642864,14.131314111246192,1034.5575154657677,5.296510709498642e-05,-0.2077716796742935,0.10782568677217054,-0.9624049524426417,-0.9670133073907733,1.3643086267985576,-1.1769030130623834,26.57893624393974,308.830339023274,False
51,320.0,24.0,0.0,0.321048009435121,32.15425258660394,-64.25234935891035,64.44544526677879,-0.08992915967459535,7.396926396792557,-14.38582220710453,14.356275163664073,1033.9990312274883,5.4722607373326305e-05,-0.21202548824533005,0.10783466671062243,-1.0026230926606878,-0.9868114314745451,1.4067870724545783,-1.1820710698382533,26.57893624393974,318.9919329566729,False
52,320.0,24.0,0.0,0.32092762293267396,32.145390331358904,-64.23546510612624,64.42909340105382,-0.09134011538148261,7.517142443283923,-14.603106352259156,14.581174746304251,1033.4291140945834,5.6515773529298486e-05,-0.21627470931160903,0.10784384953687466,-1.043657424326141,-1.0065882043416576,1.4499795282937056,-1.18713645019122,26.57893624393974,329.35400580124247,False
53,320.0,24.0,0.0,0.320805356111519,32.136347962834186,-64.21824415322072,64.41240422484105,-0.09275056422073162,7.63779862066071,-14.820325967005438,14.806011879320577,1032.8477764648665,5.83445704369299e-05,-0.22051925015264814,0.10785323433580755,-1.085507143332738,-1.0263431944513912,1.4938895913095744,-1.1921011914895443,26.57893624393974,339.9160057666102,False
54,320.0,24.0,0.0,0.3206812099771077,32.1271255257443,-64.20068656360144,64.39537780160862,-0.09416049822910437,7.758872087228443,-15.037480074803542,15.03078558235333,1032.2550309853632,6.02089622653994e-05,-0.22475901813429092,0.10786282017533153,-1.1281714294386824,-1.0460759706648048,1.5385206240424707,-1.1969673328126842,26.57893624393974,350.67737027147825,False
55,320.0,24.0,0.0,0.3205551855452844,32.11772306570148,-64.18279240196054,64.37801419609991,-0.09556990944597087,7.880341291579246,-15.25456769866926,15.255494874522089,1031.6508905520727,6.210891247936039e-05,-0.2289939207104396,0.10787260610652634,-1.1716494462740568,-1.0657861022528008,1.5838757655540796,-1.2017369097831192,26.57893624393974,361.63752596735145,False
56,320.0,24.0,0.0,0.32042728384225727,32.108140629215875,-64.16456173427213,64.36031347433862,-0.09697878991333668,8.002185885967473,-15.471587861168244,15.480138774418638,1031.035368309734,6.404438383927007e-05,-0.23322386542478854,0.10788259116378285,-1.2159403413483891,-1.0854731589041928,1.6299579419174852,-1.2064119499434736,26.57893624393974,372.79588876273266,False
57,320.0,24.0,0.0,0.320297505904584,32.09837826369569,-64.14599462779614,64.34227570362788,-0.09838713167587106,8.124386646021131,-15.688539584410233,15.704716300099903,1030.4084776515808,6.601533840172588e-05,-0.23744875991255707,0.10789277436494599,-1.261043246058384,-1.1051367107337715,1.6767698762325514,-1.2109944686381173,26.57893624393974,384.15186384777445,False
58,320.0,24.0,0.0,0.3201658527791873,32.0884360174473,-64.12709115107535,64.32390095255028,-0.09979492678093453,8.246925396315746,-15.905421890043348,15.929226469080936,1029.770232219095,6.802173751980885e-05,-0.2416685119022217,0.10790315471146159,-1.3069572756958128,-1.124776328290366,1.7243140981783387,-1.215486465360518,26.57893624393974,395.70484571939994,False
59,320.0,24.0,0.0,0.32003232552331945,32.078313939675425,-64.10785137394251,64.3051892909699,-0.10120216727860715,8.369784941369282,-16.122233799248406,16.15366829832792,1029.1206459017544,7.006354184343391e-05,-0.2458830292172488,0.10791373118852332,-1.353681529455565,-1.1443915825649085,1.772592953115456,-1.2198899205297062,26.57893624393974,407.4542182068809,False
60,320.0,24.0,0.0,0.3198969252045621,32.06801208048329,-64.08827536751537,64.2861407900333,-0.10260884522171639,8.49294900164776,-16.33897433273329,16.37804080425123,1028.4597328367777,7.214071131970742e-05,-0.2500922197778265,0.10792450276522354,-1.4012150904438603,-1.163982044998494,1.8216086107521756,-1.224206792661298,26.57893624393974,419.3993544978809,False
61,320.0,24.0,0.0,0.3197596529008094,32.05753049087275,-64.06836320420126,64.26675552216938,-0.10401495266586522,8.61640215420065,-16.555642510727328,16.606750933107506,1027.7875074088588,7.425320519329169e-05,-0.2542959916025955,0.10793546839470552,-1.4495570256866268,-1.1835472874904378,1.8713630733888689,-1.2284390159005392,26.57893624393974,431.53961716495365,False
62,320.0,24.0,0.0,0.3196205097002734,32.04686922274446,-64.04811495769673,64.2470335610929,-0.10542048166946065,8.740129777573161,-16.78301005475156,16.8367807242713,1027.1039842499074,7.64009820067765e-05,-0.2584942528103816,0.1079466270143174,-1.4987063861380394,-1.2030868824063372,1.9218581837558,-1.2325884978868349,26.57893624393974,443.8743581925084,False
63,320.0,24.0,0.0,0.3194794967014576,32.036028328898055,-64.02753070298871,64.2269749818027,-0.10682542429374142,8.864118000668906,-17.017056165923357,17.06674004478511,1026.4091782387711,7.858399960105809e-05,-0.26268691162192553,0.10795797754576834,-1.5486622066892255,-1.222600402586122,1.9730956324596356,-1.2366571179211723,26.57893624393974,456.4029190042298,False
64,320.0,24.0,0.0,0.31933661501316085,32.02500786303227,-64.00661051635637,64.20657986058342,-0.10822977260280701,8.988353655261196,-17.25103242155993,17.296627908494674,1025.703104500967,8.0802215115725e-05,-0.2668738763616139,0.10796951889528865,-1.5994235061771314,-1.242087421352114,2.0250769650541907,-1.2406467254097082,26.57893624393974,469.1246304909582,False
65,320.0,24.0,0.0,0.31919186575445485,32.01380787974515,-63.985354475370116,64.18584827500757,-0.10963351866364576,9.112824231874374,-17.484937836830515,17.526443328591334,1024.9857784083965,8.305558498945135e-05,-0.2710550554592097,0.10798124995378724,-1.650989287393559,-1.2615475125170772,2.0778035887509474,-1.2445591385586272,26.57893624393974,482.03881303902904,False
66,320.0,24.0,0.0,0.3190452500546759,32.00242843453416,-63.96376265889762,64.16478030393569,-0.11103665454616343,9.237517838778148,-17.718771426203954,17.756185317604285,1024.2572155790626,8.534406496039732e-05,-0.2752303574515812,0.10799316959701691,-1.703358537094369,-1.2809802503922672,2.1312767787847977,-1.2483961432970923,26.57893624393974,495.14477655906825,False
67,320.0,24.0,0.0,0.3188967690534291,31.990869583796414,-63.941835147097436,64.14337602751692,-0.11243917232321177,9.362423163857958,-17.952532203440207,17.98585288739284,1023.5174318767831,8.766761006661676e-05,-0.27939969098443257,0.108005276685736,-1.756530226008844,-1.300385209795484,2.1854976844502776,-1.2521594924067907,26.57893624393974,508.4418205152471,False
68,320.0,24.0,0.0,0.31874642390054825,31.979131384828815,-63.91957202142615,64.12163552719181,-0.1138410640706174,9.487529439142932,-18.186219181581873,18.215445049138772,1022.7664434108926,9.002617464647252e-05,-0.283562964814032,0.10801757006587691,-1.8105033088492322,-1.3197619660591164,2.240467334823305,-1.2558509048381576,26.57893624393974,521.9292339549919,False
69,320.0,24.0,0.0,0.31859421575612107,31.967213895828213,-63.89697336463763,64.0995588856918,-0.11524232186721042,9.612826407790232,-18.419831372945794,18.444960813338685,1022.0042665359456,9.241971233905859e-05,-0.28772008780894054,0.10803004856871165,-1.8652767243204487,-1.3391100950381893,2.2961866441830923,-1.2594720651948572,26.57893624393974,535.6062955391487,False
70,320.0,24.0,0.0,0.318440145790443,31.955117175891615,-63.87403926078463,64.07714618704,-0.11664293779485324,9.738304293340438,-18.653367789114693,18.67439918979641,1021.2309178514143,9.48481760846302e-05,-0.2918709689517408,0.10804271101102297,-1.920849395129953,-1.358429173118405,2.352656417148552,-1.2630246233695306,26.57893624393974,549.4722735726051,False
71,320.0,24.0,0.0,0.3182842151840461,31.942841285016357,-63.85076979521929,64.05439751655547,-0.11804290393846976,9.863953771073277,-18.886827440928855,18.903759187615506,1020.4464142013807,9.731151812504094e-05,-0.29601551734076426,0.1080555561952757,-1.977220227997796,-1.377718777224188,2.4098773535430733,-1.2665101943151575,26.57893624393974,563.5264260353662,False
72,320.0,24.0,0.0,0.3181264251276543,31.930386284100255,-63.82716505459308,64.0313129608503,-0.11944221238607415,9.989765941306523,-19.120209338477842,19.133039815191722,1019.6507726742223,9.98096900041875e-05,-0.3001536421918186,0.10806858290978977,-2.034388113666836,-1.3969784848267208,2.4678500530011274,-1.2699303579376409,26.57893624393974,577.7680006140816,False
73,320.0,24.0,0.0,0.317966776822186,31.917752234941823,-63.803225126861065,64.00789260783256,-0.12084085522880018,10.115732304493314,-19.3535124910923,19.362240080205584,1018.8440106022962,0.00010234264256846201,-0.30428525283991514,0.10808178992891461,-2.0923519269131314,-1.4162078739519854,2.526575019329665,-1.2732866590964023,26.57893624393974,592.1962347340302,False
74,320.0,24.0,0.0,0.3178052714787532,31.90493920024044,-63.77895010128145,63.98413654670878,-0.12223882456093033,10.241844737984545,-19.586735907335754,19.59135898961499,1018.0261455616187,0.00010491032596721173,-0.30841025874099504,0.10809517601320626,-2.151110526556502,-1.4354065231887958,2.5860526646368087,-1.2765806077008846,26.57893624393974,606.8103555915509,False
75,320.0,24.0,0.0,0.3176419103186376,31.891947243596558,-63.75434006841601,63.960044867982276,-0.12363611247992508,10.368095474333623,-19.819878594996503,19.820395549647852,1017.1971953715365,0.00010751268965320653,-0.3125285694736551,0.108108739909606,-2.210662755471268,-1.4545740116968324,2.646283313239842,-1.2798136788918901,26.57893624393974,621.6095801869315,False
