turn,Vrf_kV,K0_GeV,phi_s_deg,time_mean_ns,time_sigma_ns,time_min_ns,time_max_ns,dE_mean_MeV,dE_sigma_MeV,dE_min_MeV,dE_max_MeV,t2,dE2,t_dE,eps_rms,Q1,Q2,Q_amp,theta_Q,gamma,distribution_J,form_factor_F,half_bunch_length_ns,peak_current_A,rms_dpp,Zon_ohm,unstable
4526,165.0168559573923,24.0,0.0,0.09929113681872982,22.447596126684125,-53.82276290634883,54.204049614798976,0.05303907223600204,11.848685595389455,-29.954763431917037,30.36492437121776,503.9044305965749,0.0001403941634815732,0.25607022858797884,0.07192551035039553,0.07068335203812294,1.1918049613852644,1.1938991591578731,0.7557789494708672,26.57893624393974,1.5,1.0,54.98515646245217,3.710009717718097,0.0004757940628867107,118.63156545082721,False
4527,165.5010434232344,24.0,0.0,0.09936370992089276,22.462930343359442,-53.863020428784154,54.24424368761913,0.05281917660774906,11.80045820661436,-29.841502328719518,30.252749309563182,504.5931127574676,0.00013925360375146976,0.25513294223164584,0.07192768012297326,0.0763284829047908,1.1874426325980558,1.1898932905996018,0.7533024587762295,26.57893624393974,1.5,1.0,55.02271746891197,3.7074770965502695,0.00047385745100997654,117.74818530510643,False
4528,165.98557306420736,24.0,0.0,0.09943597706063674,22.478198004009858,-53.90312576549172,54.28428458810788,0.05259849113475839,11.752072746603442,-29.72784173275514,30.140176394337896,505.2792730210068,0.00013811398044272905,0.25418934943673727,0.0719298704646961,0.08196643467142221,1.1830509523129225,1.1858870317957175,0.7508114630380632,26.57893624393974,1.5,1.0,55.06011544707145,3.704958900822604,0.00047191449164812166,116.86393477456723,False
4529,166.47043797192737,24.0,0.0,0.09950793718475703,22.493398867331482,-53.94307837944754,54.32417177735573,0.05237701517271495,11.703529405910476,-29.613781312905072,30.0272052881769,505.96289443443203,0.00013697534390672963,0.2532394462055538,0.0719320815401938,0.08759697561818931,1.1786299019237265,1.181880567505104,0.7483058480148344,26.57893624393974,1.5,1.0,55.097349805859224,3.702455118526482,0.00046996519245299514,115.9788654282399,False
4530,166.95563123323032,24.0,0.0,0.09957958923964136,22.50853269184229,-53.982877733182534,54.363904716014474,0.05215474809312841,11.65482838595855,-29.499320745483708,29.913835661105434,506.64396003432637,0.00013583774482389387,0.2522832287308414,0.07193431351484403,0.093219872641201,1.1741794637107035,1.1778740839560047,0.7457854987251199,26.57893624393974,1.5,1.0,55.13441995376753,3.6999657378640443,0.00046800956151291263,115.09302925503567,False
4531,167.4411459302719,24.0,0.0,0.09965093217129492,22.52359923588694,-54.02252328878842,54.40348286430515,0.051931689283392486,11.60596989925108,-29.384459714262643,29.8000671905632,507.32245284712934,0.00013470123420267397,0.2513206933969988,0.07193656655476345,0.09883489125739274,1.1696996208460804,1.1738677688467831,0.7432502994495475,26.57893624393974,1.5,1.0,55.17132529886409,3.6974907472477843,0.00046604760736112985,114.2064786625223,False
4532,167.92697514062291,24.0,0.0,0.09972196492536126,22.53859825764157,-54.06201450793088,54.4429056820274,0.05170783814684342,11.556954169589101,-29.269197910494448,29.685899561428414,507.99835588965215,0.00013356586337850873,0.25035183678127937,0.07193884082680221,0.104441795609541,1.1651903573996716,1.1698618113466734,0.7407001337330424,26.57893624393974,1.5,1.0,55.208065248803834,3.6950301353001573,0.00046407933898456785,113.31926647564813,False
4533,168.41311193737178,24.0,0.0,0.0997926864471484,22.553529515118676,-54.101350851856296,54.48217262857264,0.0514831941028183,11.507781432295108,-29.153535032936286,29.57133246604168,508.6716521695977,0.00013243168401275106,0.24937665565498957,0.07194113649853562,0.11004034847140481,1.1606516583444544,1.165856402096519,0.7381348843873957,26.57893624393974,1.5,1.0,55.24463921084086,3.6925838908531916,0.00046210476583280214,112.43144593541557,False
4534,168.89954938922,24.0,0.0,0.09986309568165282,22.56839276617196,-54.14053178140617,54.52128316292993,0.05125775658671304,11.45845193444367,-29.03747078787337,29.456365604229724,509.342324686082,0.0001312987480915662,0.2483951469846823,0.07194345373825665,0.11563031125299277,1.1560835095621256,1.1618517332095113,0.7355544334941625,26.57893624393974,1.5,1.0,55.281046591840294,3.690152002948115,0.00046012389782732225,111.54307069750196,False
4535,169.3862805605822,24.0,0.0,0.09993319157358492,22.583187768501197,-54.17955675702305,54.560236743700784,0.05103152505003979,11.408965935099088,-28.921004889142218,29.340998683328888,510.0103564301602,0.00013016710792480032,0.24740730793334587,0.07194579271496783,0.12121144400595746,1.1514858978486329,1.1578479982719154,0.7329586624079053,26.57893624393974,1.5,1.0,55.317286798290205,3.6877344608349953,0.000458136745371076,110.65419483082954,False
4536,169.87329851168676,24.0,0.0,0.1000029730673989,22.59791427965715,-54.21842523876242,54.59903282910511,0.050804498960484196,11.359323705560348,-28.80413705815376,29.22523141820852,510.6757303853548,0.0001290368161448199,0.24641313586158844,0.07194815359837249,0.12678350542911723,1.1468588109196884,1.1538453923437997,0.7303474517597939,26.57893624393974,1.5,1.0,55.3533592363137,3.685331253972379,0.0004561433193583052,109.76487281608242,False
4537,170.36059629867168,24.0,0.0,0.10007243910731031,22.61257205704648,-54.25713668630405,54.63767087699614,0.050576677801962,11.309525529613676,-28.68686702391626,29.109063531294158,511.33842952818816,0.00012790792570532099,0.2454126283288168,0.07195053655886814,0.13234625287410484,1.1422022374162566,1.1498441119597556,0.7277206814615741,26.57893624393974,1.5,1.0,55.389263311680864,3.6829423720269556,0.00045414363118468753,108.8751595441717,False
4538,170.84816697368507,24.0,0.0,0.10014158863731863,22.627160857936687,-54.295690558959734,54.67615034486488,0.05034806107467545,11.259571703792966,-28.569194523058066,28.992494752590535,511.99843682871693,0.0001267804898801092,0.2444057830944114,0.07195294176753578,0.13789944235114457,1.1375161669100198,1.1458443551296227,0.7250782307099204,26.57893624393974,1.5,1.0,55.42499842982093,3.680567804873217,0.00045213769275779413,107.98511031464787,False
4539,171.33600358498572,24.0,0.0,0.10021042060123442,22.64168043946106,-54.33408631568588,54.71447068985515,0.05011864829516929,11.209462537648394,-28.45345529237828,28.875524819704417,512.6557352510706,0.0001256545622618497,0.24339259811889555,0.07195536939613194,0.14344282853495718,1.1328005899088225,1.1418463213392094,0.722419977991185,26.57893624393974,1.5,1.0,55.46056399583438,3.6782075425931393,0.0004501255165078758,107.0947808340599,False
4540,171.82409917703916,24.0,0.0,0.10027893394271623,22.656130558623637,-54.37232341509167,54.75263136877106,0.049888438996386286,11.15919835402355,-28.337509699738728,28.758153477867253,513.3103077539926,0.0001245301967607874,0.24237307156509952,0.07195781961707969,0.14897616477079348,1.1280554978620887,1.1378502115510194,0.719745801086557,26.57893624393974,1.5,1.0,55.495959414505116,3.675861575475867,0.00044810711539899217,106.20422721426225,False
4541,172.31244679061862,24.0,0.0,0.10034712760527564,22.670510972304236,-54.410401315451224,54.79063183808978,0.04965743272772229,11.108779489341392,-28.221166819666358,28.64038047995768,513.9621372913853,0.0001234074476034371,0.24134720179931987,0.07196029260345982,0.15449920308059675,1.1232808831662175,1.1338562282049771,0.7170555770776479,26.57893624393974,1.5,1.0,55.53118409031272,3.6735298940174057,0.00044608250294049355,105.31350597066748,False
4542,172.8010394629052,24.0,0.0,0.10041500053231651,22.68482143726339,-54.448319474713,54.82847155397002,0.04942562905508107,11.058206293899394,-28.104426414402816,28.522205586523807,514.6112068128566,0.00012228636933124366,0.24031498739247326,0.07196278852899897,0.16001169416929384,1.1184767391699522,1.1298645752191618,0.7143491823525172,26.57893624393974,1.5,1.0,55.56623742744463,3.67121248892034,0.0004440516931988733,104.42267402044578,False
4543,173.28987022758477,24.0,0.0,0.10048255166715044,22.699061710147458,-54.486077350509134,54.866149972264225,0.049193027560928644,11.007479132174245,-27.987288253822594,28.40362856580534,515.257499264272,0.00012116701679921206,0.23927642712124433,0.0719653075680629,0.16551338743121657,1.1136430601797256,1.1258754579905452,0.7116264926121523,26.57893624393974,1.5,1.0,55.601118829808584,3.668909351093535,0.0004420147008100034,103.53178868067127,False
4544,173.77893211494828,24.0,0.0,0.10054977995303244,22.713231547493596,-54.523674400168034,54.90366654852585,0.04895962784434715,10.956598383136473,-27.869752115455093,28.28464919375555,515.9009975883068,0.00012004944517450742,0.2382315199692289,0.07196784989564449,0.17100403095665123,1.1087798414649774,1.1218890833957356,0.7088873828774214,26.57893624393974,1.5,1.0,55.63582770104485,3.6666204716518758,0.0004399715409917684,102.64090766641355,False
4545,174.26821815199304,24.0,0.0,0.10061668433317804,22.727330705734847,-54.561110080722955,54.941020738024235,0.04872542952108843,10.905564440575393,-27.751817784506496,28.165267254063007,516.5416847250043,0.00011893370993502451,0.237180265128071,0.07197041568735374,0.17648337153851998,1.1038870792634479,1.1179056597917325,0.7061317274965118,26.57893624393974,1.5,1.0,55.670363444538665,3.664345841915996,0.00043792222955711343,101.75008908877535,False
4546,174.75772136251874,24.0,0.0,0.10068326375078902,22.741358941205227,-54.59838384892424,54.97821199575003,0.04849043222362699,10.854377713434795,-27.633485053881493,28.045482538173207,517.1795436123346,0.0001178198668679272,0.23612266199859427,0.07197300511940719,0.1819511546791906,1.0989647707864438,1.1139253970166907,0.7033594001528741,26.57893624393974,1.5,1.0,55.704725463432716,3.6620854534120277,0.00043586678292752476,100.85939145287638,False
4547,175.24743476722884,24.0,0.0,0.1007495171490849,22.755316010144806,-54.63549516124692,55.0152397764308,0.04825463560121283,10.803038626159791,-27.514753724204787,27.925294845309942,517.8145571867584,0.00011670797206815746,0.23505871019192753,0.07197561836861806,0.18740712459741796,1.0940129142240769,1.1099485063906926,0.7005702738736854,26.57893624393974,1.5,1.0,55.73891316063953,3.6598392978713576,0.00043380521814695753,99.96887365578175,False
4548,175.7373513838312,24.0,0.0,0.10081544347131913,22.769201668704806,-54.67244347390391,55.052103534538844,0.048018039319923614,10.7515476190553,-27.39562360384245,27.804703982496545,518.4467083837922,0.00011559808193691381,0.23398840953062455,0.07197825561238334,0.19285102423541467,1.0890315087504743,1.1059752007165364,0.697764221038852,26.57893624393974,1.5,1.0,55.77292593885404,3.657607367230392,0.00043173755289623066,99.07859498437654,False
4549,176.22746422713493,24.0,0.0,0.10088104166081589,22.783015672952768,-54.70922824285569,55.08880272430116,0.04778064306271649,10.699905148656606,-27.276094508923087,27.683709764576925,519.0759801385781,0.00011449025318009966,0.23291176004977762,0.071980917028675,0.19828259526605485,1.0840205545289632,1.1020056942805345,0.6949411133905671,26.57893624393974,1.5,1.0,55.80676320056619,3.655389653630331,0.00042966380550790755,98.18861511318491,False
4550,176.71776630915133,24.0,0.0,0.100946310660981,22.79675777887765,-54.745848923820915,55.12533679971182,0.04754244652947948,10.64811168811252,-27.156166263358827,27.562312014236426,519.7023553864549,0.00011338454280674044,0.23182876199812513,0.07198360279602554,0.20370157810020662,1.0789800527172244,1.0980402028533285,0.692100822043444,26.57893624393974,1.5,1.0,55.840424348073434,3.6531861494169617,0.0004275839949816815,97.2989941021342,False
4551,177.20825063919494,24.0,0.0,0.10101124941534403,22.81042774239503,-54.78230497228657,55.161705214540916,0.04730344943708259,10.596167727581626,-27.03583869886611,27.440510562022514,520.3258170635333,0.000112281008127371,0.23073941583915253,0.07198631309351933,0.2091077118941969,1.0739100054724178,1.0940789436907168,0.6892432174952415,26.57893624393974,1.5,1.0,55.87390878349348,3.650996847140446,0.00042549814100028817,96.40979239426407,False
4552,177.69891022397996,24.0,0.0,0.10107585686756462,22.82402531935226,-54.8185958435177,55.19790742234801,0.047063651519428096,10.54407377464219,-26.91511165498632,27.31830524636525,520.9463481072745,0.00011117970675239153,0.22964372225218788,0.07198904810077743,0.21450073455740848,1.068810415956279,1.0901221355345014,0.6863681696382024,26.57893624393974,1.5,1.0,55.90721590877691,3.648821739555129,0.0004234062639459651,95.52107081338022,False
4553,178.18973806772368,24.0,0.0,0.10114013196147972,22.83755026553366,-54.85472099257058,55.233942876488925,0.04682305252750096,10.491830354716251,-26.793984979106217,27.195695913597614,521.5639314570698,0.00011008069659039336,0.2285416821334896,0.07199180799794806,0.21988038276000682,1.0636812883401845,1.0861699986133486,0.6834755477710227,26.57893624393974,1.5,1.0,55.94034512571995,3.6466608196193553,0.00042130838491748185,94.632890561652,False
4554,178.68072717224305,24.0,0.0,0.10120407364110998,22.85100233666575,-54.89067987430158,55.2698110301306,0.04658165222941813,10.439438011508535,-26.672458526478188,27.072682417975624,522.1785500548253,0.0001089840358464537,0.22743329659732903,0.07199459296569204,0.2252463919408009,1.0585226278101885,1.0822227546436711,0.680565220611475,26.57893624393974,1.5,1.0,55.9732958359772,3.644514080495295,0.0004192045257477649,93.74531321715516,False
4555,179.1718705370557,24.0,0.0,0.10126768085069886,22.864381288422454,-54.9264719433782,55.30551133625795,0.04633945041047817,10.386897307460757,-26.55053216024032,26.94926462169827,522.7901868455479,0.0001078897830203999,0.2263185669770652,0.07199740318517144,0.23059849631523358,1.053334440572026,1.078280626830525,0.6776370563097022,26.57893624393974,1.5,1.0,56.00606744107442,3.6423815155487747,0.0004170947090221402,92.85840073135788,False
4556,179.66316115948118,24.0,0.0,0.10133095253473162,22.877686876430353,-54.96209665428961,55.3410432476868,0.046096446873209664,10.33420882422201,-26.428205751436277,26.825442394927272,523.3988247779351,0.00010679799690504239,0.225197494826214,0.07200023883803482,0.23593642888350666,1.0481167338560882,1.0743438398685292,0.674690922462207,26.57893624393974,1.5,1.0,56.038659342421475,3.6402631183491256,0.0004149789580972227,91.97221542655161,False
4557,180.15459203473822,24.0,0.0,0.10139388763796156,22.89091885627394,-54.99755346135771,55.376406217074646,0.04585264143741993,10.281373163135875,-26.305479179035004,26.701215615806635,524.0044468049682,0.00010570873658437737,0.22407008191950947,0.07200310010640568,0.24125992143883646,1.0428695159223615,1.0704126199428023,0.6717266861265556,26.57893624393974,1.5,1.0,56.07107094132506,3.6381588826690376,0.0004128572971204761,91.08681999322516,False
4558,180.64615615604563,24.0,0.0,0.10145648510543766,22.90407698350091,-55.0328418187477,55.41159969693115,0.045608033940242536,10.228390945744994,-26.18235232995024,26.576584170482032,524.6070358845062,0.00010462206143175809,0.2229363302539584,0.07200598717286863,0.24656870457584198,1.0375927960653388,1.066487194729921,0.6687442138368196,26.57893624393974,1.5,1.0,56.10330163900176,3.636068802484424,0.00041072975105047466,90.20227748738277,False
4559,181.13784651472398,24.0,0.0,0.1015187438825348,22.917161013627418,-55.06796118047822,55.446623139629196,0.04536262423618499,10.175262814313832,-26.05882509905983,26.451547953119995,525.2065749798841,0.00010353803110803543,0.22179624204988854,0.0720089002204535,0.25186250769906576,1.032286584618894,1.062567793398898,0.665743371619777,26.57893624393974,1.5,1.0,56.135350836590895,3.633992871974294,0.00040859634567789495,89.31865132780587,False
4560,181.62965610029244,24.0,0.0,0.10158066291496459,22.93017070214342,-55.10291100043494,55.48147599741503,0.04511641219717566,10.121989432370402,-25.934897389224886,26.326106865926917,525.8030470605147,0.00010245670555966763,0.22064981975198886,0.07201183943262415,0.25714105903162826,1.0269508929611264,1.0586546466121811,0.6627240250118969,26.57893624393974,1.5,1.0,56.167217935167656,3.631931085520635,0.0004064571076472695,88.43600529325828,False
4561,182.12157790057037,24.0,0.0,0.10164224114882618,22.943105804517973,-55.13769073237694,55.51615772242053,0.04486939771261034,10.068571485267785,-25.810569111308716,26.20026081916786,526.396435102492,0.00010137814501679862,0.21949706603034294,0.07201480499326184,0.2624040856240132,1.0215857335191691,1.0547479865266742,0.6596860390771303,26.57893624393974,1.5,1.0,56.19890233575597,3.629883437708312,0.0004043120644795353,87.55440351963465,False
4562,182.61360490177847,24.0,0.0,0.10170347753060686,22.95596607620458,-55.17229982995184,55.55066776667337,0.044621580689398144,10.015009680766298,-25.685840184195605,26.07400973118518,526.9867220891972,0.00010030240999130587,0.21833798378145483,0.07201779708665204,0.26765131336298714,1.0161911197739644,1.0508480467947758,0.6566292784255313,26.57893624393974,1.5,1.0,56.23040343934171,3.627849923324963,0.0004021612445954105,86.67391049705253,False
4563,183.10573008863616,24.0,0.0,0.10176437100722033,22.968751272646532,-55.20673774670436,55.58500558210682,0.04437296105200748,9.961304749637174,-25.560710534809363,25.947353528416958,527.5738910119082,9.922956127481666e-05,0.21717257612926763,0.07202081589746846,0.272882466980651,1.0107670662650035,1.0469550625654416,0.6535536072327336,26.57893624393974,1.5,1.0,56.26172064688575,3.6258305373609168,0.0004000046773396366,85.79459106688724,False
4564,183.5979464444629,24.0,0.0,0.10182492052603477,22.981461149282296,-55.24100393608694,55.61917062057199,0.04412353874251073,9.907457446288763,-25.435180098131738,25.820292145415266,528.1579248704116,9.81596599366938e-05,0.21600084642617443,0.0720238616107585,0.2780972700636247,1.005313588595032,1.0430692704852644,0.6504588892603065,26.57893624393974,1.5,1.0,56.292853359337094,3.623825275009115,0.00039784239300612344,84.91651041875022,False
4565,184.0902469512797,24.0,0.0,0.10188512503489666,22.994095461550867,-55.27509785147154,55.653162333848854,0.04387331372062947,9.853468549416144,-25.30924881722059,25.692825524864176,528.7388066736177,9.709276732198991e-05,0.2148227982540214,0.07202693441192809,0.2832954450623653,0.9998307034347198,1.0391909086995759,0.6473449878770164,26.57893624393974,1.5,1.0,56.32380097764607,3.6218341316650444,0.00039567442286403523,84.03973408740998,False
4566,184.58262458990635,24.0,0.0,0.10194498348215401,23.006653964897186,-55.309018946161046,55.68698017365722,0.04362228596377811,9.79933886267528,-25.182916643227905,25.564953617597656,529.3165194401768,9.602894504937075e-05,0.2136384354251035,0.07203003448672507,0.28847671330061675,0.9943184285272927,1.0353202168535642,0.6442117660810196,26.57893624393974,1.5,1.0,56.354562902777595,3.619857102926675,0.0003935007991848617,83.16432794965658,False
4567,185.07507234006286,24.0,0.0,0.10200449481668603,23.01913641477754,-55.342766673399524,55.72062359166813,0.04337045546710814,9.74506921538272,-25.056183535417603,25.436676382617232,529.8910461991003,9.49682550090074e-05,0.21244776198315193,0.07203316202122395,0.2936407949849941,0.9887767826931306,1.0314574360934132,0.6410590865230127,26.57893624393974,1.5,1.0,56.38513853572433,3.617894184594416,0.0003913215552705154,82.29035822110833,False
4568,185.567583180471,24.0,0.0,0.10206365798792646,23.03154256666499,-55.37634048638358,55.75409203951335,0.04311782224355113,9.69066046324204,-24.929049461183155,25.30799378710946,530.4623699903832,9.391075936043749e-05,0.2112507822043141,0.07203631720180927,0.2987874092147001,0.9832057858343268,1.0276028090674572,0.637886811530367,26.57893624393974,1.5,1.0,56.415527277520034,3.615945372671078,0.0003891367254825021,81.4178914529616,False
4569,186.06015008895125,24.0,0.0,0.10212247194589606,23.04387217605481,-55.409739838273396,55.787384968798335,0.042864386323861546,9.63611348909819,-24.80151439606503,25.178905806463206,531.0304738656292,9.285652053039501e-05,0.2100475005981247,0.07203950021515977,0.30391627399137433,0.9776054589392092,1.023756579927349,0.6346948031322759,26.57893624393974,1.5,1.0,56.44572852925292,3.614010663361837,0.000386946345272213,80.54699452868384,False
4570,186.5527660425264,24.0,0.0,0.10218093564122091,23.056124998469933,-55.44296418220247,55.82050183111289,0.04261014775665918,9.58142920372099,-24.673578323767916,25.049412424286757,531.5953408886787,9.18056012106093e-05,0.2088379219084696,0.0720427112482304,0.30902710622907653,0.971975824086825,1.0199189943292455,0.6314829230859407,26.57893624393974,1.5,1.0,56.47574169207892,3.612090053074225,0.000384750451212386,79.67773466064813,False
4571,187.04542401751866,24.0,0.0,0.10223904802516529,23.06830078946645,-55.4760129712912,55.85344207804002,0.04235510660847089,9.52660854661915,-24.545241236177763,24.919513632424703,532.1569541362394,9.075806435557283e-05,0.20762205111454074,0.07204595048823677,0.31411962176440145,0.9663169044513862,1.0160902994350058,0.6282510329038248,26.57893624393974,1.5,1.0,56.50556616723515,3.610183538418108,0.0003825490810297934,78.8101793867118,False
4572,187.538116989651,24.0,0.0,0.10229680804965337,23.080399304639034,-55.50888565865654,55.88620516117072,0.04209926296377197,9.4716524868861,-24.416503133378647,24.789209430974637,532.7152966985192,8.971397318027772e-05,0.20639989343178297,0.07204921812263665,0.3191935353667273,0.9606287243066752,1.0122707439133962,0.6249989938820045,26.57893624393974,1.5,1.0,56.53520135605331,3.608291116205699,0.0003803422736392077,77.9443965667366,False
4573,188.03083793414885,24.0,0.0,0.10235421466729955,23.092420299626486,-55.54158169742229,55.91879053211352,0.0418426169250271,9.416562024079184,-24.28736402366942,24.658499828303682,533.2703516798616,8.867339115792138e-05,0.20517145431283235,0.07205251433911256,0.32424856074859687,0.9549113090304121,1.0084605779413054,0.6217266671296452,26.57893624393974,1.5,1.0,56.56464665997312,3.6064127834515576,0.00037813006917870515,77.0804543790519,False
4574,188.52357982583752,24.0,0.0,0.10241126683143124,23.104363530117226,-55.574100540732104,55.951197642504724,0.04158516861273063,9.361338189133662,-24.15782392358017,24.52738484106479,533.8221021993849,8.763638201758088e-05,0.20393673944844581,0.07205583932555448,0.3292844105762322,0.9491646851085822,1.0046600532049688,0.618433913599632,26.57893624393974,1.5,1.0,56.59390148055588,3.6045485373726143,0.00037591250904636957,76.21842131686057,False
4575,189.0163356392435,24.0,0.0,0.10246796349612007,23.1162287518548,-55.60644164175932,55.98342594402095,0.0413269181654465,9.305982045313176,-24.027882857888503,24.39586449421287,534.3705313916216,8.660300974185624e-05,0.202695754768422,0.07205919327004177,0.334300796480181,0.9433888801397229,1.0008694229011914,0.6151205941203866,26.57893624393974,1.5,1.0,56.622965219497914,3.602698375388197,0.00037368963593845805,75.35836618458717,False
4576,189.5090983486962,24.0,0.0,0.10252430361620529,23.128015720643447,-55.63860445371873,56.015474888390884,0.04106786573984767,9.250494689198325,-23.89754085963559,24.263938821020705,534.9156224071625,8.557333856448285e-05,0.20144850644251408,0.0720625763608237,0.33929742906609567,0.9375839228391678,0.9970889417385717,0.6117865694288981,26.57893624393974,1.5,1.0,56.651837278644216,3.6008622951200695,0.0003714614938890986,74.50035809416862,False
4577,190.0018609284254,24.0,0.0,0.10258028614731922,23.139724192353604,-55.670588429877284,56.0473439274038,0.040808011510755034,9.194877251715164,-23.76679797014207,24.13160786309469,535.4573584133008,8.45474329679125e-05,0.20019500088133238,0.07206598878630179,0.34427401792564544,0.9317498430432533,0.993318865938725,0.6084317002050003,26.57893624393974,1.5,1.0,56.680517060001904,3.599040294392485,0.00036922812831159034,73.64446646128796,False
4578,190.49461635266272,24.0,0.0,0.10263591004591634,23.151353922927512,-55.702393023565804,56.079032512923106,0.04054735567117576,9.139130899205446,-23.63565423902372,23.99887167039035,535.9957225946821,8.352535768086366e-05,0.19893524473723925,0.07206943073501078,0.3492302716475609,0.9258866717134792,0.9895594532374965,0.605055847106925,26.57893624393974,1.5,1.0,56.70900396575403,3.5972323712322343,0.00036698958604137983,72.79076100155007,False
4579,190.9873575957431,24.0,0.0,0.10269117426930123,23.16290466838476,-55.73401768819059,56.11054009689775,0.040285898432341274,9.083256834540576,-23.504109724206945,23.86573030122768,536.5306981539534,8.250717767584057e-05,0.19766924490523427,0.07207290239559896,0.35416589782881014,0.9199944409406305,0.9858109628861664,0.6016588708081642,26.57893624393974,1.5,1.0,56.73729739827306,3.595438523868722,0.000364745915380793,71.93931172660007,False
4580,191.48007763220235,24.0,0.0,0.10274607777565702,23.174376184827885,-55.76546187724381,56.141866131373604,0.040023640023744644,9.027256298281369,-23.372164491944048,23.732183822306286,537.0622683124161,8.149295816662139e-05,0.19639700852383024,0.07207640395680871,0.3590806030859082,0.9140731839488548,0.9820736556526383,0.5982406320356702,26.57893624393974,1.5,1.0,56.765396760134664,3.593658750734038,0.0003624971661456061,71.09018894018465,False
4581,191.97276943687868,24.0,0.0,0.10280061952405566,23.185768228447955,-55.79672504431471,56.17301006850289,0.03976058069317748,8.971130569885743,-23.239818616828355,23.598232308720316,537.5904163106812,8.048276460571554e-05,0.19511854297592,0.07207993560745768,0.36397409306635636,0.9081229350996958,0.9783477938226074,0.5948009916094297,26.57893624393974,1.5,1.0,56.79330145413137,3.5918930504630513,0.0003602433897135415,70.24346323415571,False
4582,192.46542598501415,24.0,0.0,0.10285479847451377,23.19708055553021,-55.82780664310218,56.20397136055726,0.0394967207067663,8.914880968966616,-23.10707218180907,23.46387584397321,538.115125409327,7.947666268178973e-05,0.1938338558896339,0.07208349753641746,0.368846072460216,0.9021437298960838,0.9746336412007053,0.5913398104834368,26.57893624393974,1.5,1.0,56.82101088328636,3.5901414218934966,0.0003579846390747803,69.39920548441688,False
4583,192.95804025235208,24.0,0.0,0.10290861358798804,23.20831292245965,-55.858706127424995,56.23474945994013,0.03923206034900853,8.858508856602468,-22.973925278205996,23.329114519992228,538.6363788895582,7.84747183170636e-05,0.19254295513918784,0.07208708993259412,0.373696245011812,0.8961356049862839,0.9709314631116148,0.5878569497881059,26.57893624393974,1.5,1.0,56.848524450867195,3.588403864066092,0.0003557209688845879,68.55748684681225,False
4584,193.4506052152388,24.0,0.0,0.1029620638264259,23.2194650857267,-55.8894229512332,56.26534381919498,0.03896659992280775,8.80201563670302,-22.840378005724016,23.19394843714281,539.1541600538685,7.747699766467402e-05,0.1912458488457215,0.07209071298490743,0.37852431353156835,0.8900985981677965,0.9672415264011474,0.5843522708741496,26.57893624393974,1.5,1.0,56.875841560399685,3.5866803762246433,0.0003534524355181553,67.71837875295878,False
4585,193.94311385072473,24.0,0.0,0.1030151481527857,23.230536801932832,-55.91995656862082,56.29575389101825,0.038700339749508664,8.745402757432748,-22.706430472467403,23.05837770424271,539.6684522267046,7.648356710600902e-05,0.18994254537812694,0.0720943668822702,0.3833299799079751,0.8840327483912142,0.9635640994372779,0.5808256353579574,26.57893624393974,1.5,1.0,56.902961615681605,3.5849709578161826,0.00035117909712776044,66.88195290602039,False
4586,194.4355591366623,24.0,0.0,0.10306786553105779,23.24152782779626,-55.950306433834356,56.32597912827288,0.03843328016893137,8.688671712694987,-22.572082794953904,22.922402438575936,540.179238755133,7.549449324801057e-05,0.1886330533538678,0.07209805181356672,0.38811294511968664,0.8779380957640334,0.9598994521111333,0.5772769051685067,26.57893624393974,1.5,1.0,56.929884020796734,3.5832756084910886,0.0003489010137023643,66.04828127642595,False
4587,194.927934051807,24.0,0.0,0.10312021492629232,23.252437920157565,-55.98047200128846,56.356018983997444,0.03816542153940526,8.63182404367962,-22.43733509812865,22.786022765906527,540.6865030095079,7.450984292044688e-05,0.18731738163978787,0.07210176796763187,0.3928729092477486,0.8718146815544195,0.9562478558379222,0.573705942595841,26.57893624393974,1.5,1.0,56.95660818012856,3.581594328103248,0.00034661824712975935,65.21743609752943,False
4588,195.42023157591908,24.0,0.0,0.10317219530463397,23.263266835985412,-56.010452725572264,56.38587291141653,0.03789676423780234,8.57486134047742,-22.30218751537784,22.64923882049204,541.1902283841428,7.352968317315392e-05,0.1859955393529104,0.0721055155332294,0.3976095714879594,0.8656625481949255,0.9526095835578028,0.570112610341142,26.57893624393974,1.5,1.0,56.98313349837434,3.579927116710198,0.00034433086126139516,64.38948986121389,False
4589,195.91244468986042,24.0,0.0,0.10322380563334078,23.274014332382233,-56.04024806146592,56.41554036395587,0.03762730865956997,8.517785243764337,-22.166640188542264,22.512050745096957,541.690398297983,7.255408127324643e-05,0.18466753586122708,0.07210929469902959,0.4023226301633577,0.8594817392861639,0.9489849097366783,0.5664967715684365,26.57893624393974,1.5,1.0,57.00945938055896,3.5782739745732957,0.00034203892198001194,63.564515313437724,False
4590,196.40456637569824,24.0,0.0,0.10327504488082086,23.28468016658993,-56.069857463947756,56.44502079525046,0.03735705521876313,8.460597446559172,-22.030693267930555,22.374458691005785,542.1869961952815,7.158310470229819e-05,0.1833333807844764,0.07211310565358815,0.40701178273684274,0.8532722996004313,0.9453741103669123,0.5628582899579617,26.57893624393974,1.5,1.0,57.03558523204893,3.5766349021578936,0.00033974249727022177,62.74258544972465,False
