turn,Vrf_kV,time_mean_ns,time_sigma_ns,time_min_ns,time_max_ns,dE_mean_MeV,dE_sigma_MeV,dE_min_MeV,dE_max_MeV,t2,dE2,t_dE,eps_rms,Q1,Q2,Q_amp,theta_Q
10,20.0,0.10507503200221915,10.517816757203965,-21.00802649705946,21.07055360482309,-0.02966604274096381,4.801129739465719,-9.543485428392131,9.526226174144687,110.63551010047081,2.3051726849274067e-05,-7.733466748255268e-06,0.05050088611954891,-0.003481557130227923,-7.672232312557625e-05,0.003482402384260997,-1.5597797177634956
11,20.0,0.10503483682063654,10.517818191897478,-21.00745459488502,21.070804228589424,-0.02969538195302837,4.801128970820611,-9.543448597342758,9.52630189510069,110.63553183475541,2.3051721210162314e-05,-7.076976400090895e-06,0.05050088499926734,-0.003481446551400639,-7.020940126785495e-05,0.003482154426541964,-1.5607143271768227
12,20.0,0.10499460167930354,10.517819711847476,-21.006874800047,21.071046936610117,-0.029724710063413148,4.801128164184109,-9.543408128839838,9.526373984694168,110.63555535730913,2.3051715207310225e-05,-6.420503038318248e-06,0.050500883880150414,-0.003481327971186073,-6.369664792904777e-05,0.0034819106401399705,-1.561649021222444
13,20.0,0.10495432659334165,10.51782131705109,-21.00628711275715,21.071281728796208,-0.029754027060787454,4.801127319558221,-9.543364022900134,9.52644244289526,110.63558066808503,2.305170884073464e-05,-5.764047648744841e-06,0.05050088276220586,-0.0034812013898738153,-5.718407288917247e-05,0.0034816710262532812,-1.562583798421431
14,20.0,0.10491401157788041,10.517823007505312,-21.005691533228486,21.071508605063002,-0.02978333293382455,4.80112643694501,-9.543316279541912,9.526507269675614,110.63560776703343,2.3051702110452937e-05,-5.107611217078945e-06,0.05050088164544136,-0.0034810668077657225,-5.067168592726574e-05,0.0034814355860597144,-1.56351865729358
15,20.0,0.10487365664807227,10.517824783206983,-21.005088061676588,21.07172756532873,-0.029812627671201786,4.801125516346596,-9.54326489878495,9.526568465008376,110.63563665410173,2.3051695016483032e-05,-4.451194728999652e-06,0.050500880529864525,-0.0034809242251762113,-4.415949682207128e-05,0.0034812043207169247,-1.564453596357335
16,20.0,0.10483326181907639,10.51782664415284,-21.004476698322975,21.071938609514234,-0.029841911261600372,4.801124557765153,-9.543209880650531,9.526626028868202,110.63566732923505,2.305168755884338e-05,-3.7947991700976957e-06,0.05050087941548307,-0.003480773642430749,-3.7647515351455406e-05,0.0034809772313608663,-1.5653886141298878
17,20.0,0.10479282710607095,10.517828590339477,-21.003857443389535,21.07214173754241,-0.02987118369370555,4.801123561202911,-9.54315122516144,9.52667996123125,110.63569979237542,2.305167973755299e-05,-3.1384255259155004e-06,0.05050087830230462,-0.0034806150598673804,-3.1135751292805656e-05,0.0034807543191073074,-1.566323709127147
18,20.0,0.10475235252424596,10.517830621763368,-21.00323029710117,21.07233694934041,-0.029900444956206657,4.801122526662156,-9.543088932341975,9.526730262075182,110.63573404346258,2.305167155263139e-05,-2.482074781935917e-06,0.05050087719033683,-0.0034804484778355486,-2.46242144229182e-05,0.00348053558505063,-1.56725887986377
19,20.0,0.10471183808881755,10.517832738420845,-21.00259525968616,21.07252424483795,-0.029929695037796928,4.801121454145229,-9.543023002217936,9.526776931379162,110.63577008243324,2.3051663004098657e-05,-1.825747923594978e-06,0.05050087607958734,-0.003480273896697073,-1.8112914518124157e-05,0.00348032103026479,-1.5681941248531703
20,20.0,0.10467128381500665,10.517834940308113,-21.001952331374895,21.072703623965992,-0.029958933927173647,4.801120343654526,-9.54295343481663,9.526819969123862,110.63580790922167,2.3051654091975407e-05,-1.169445936249236e-06,0.050500874970063746,-0.003480091316825677,-1.1601861353973674e-05,0.0034801106558028224,-1.5691294426075801
21,20.0,0.10463068971805574,10.517837227421257,-21.00130151240242,21.072875086661014,-0.029988161613038133,4.8011191951924985,-9.542880230166874,9.526859375291455,110.63584752375935,2.30516448162828e-05,-5.131698051657918e-07,0.0505008738617737,-0.0034799007386066565,-5.091064705113801e-06,0.0034799044626964955,-1.5700648316380912
